"","INSEE","NAME","DPT","REG2016","POP","winT1","ABST1","PCFNT1","PCFNT1INSCRITS","ABST2","PCFNT2","winnerT2","DIFF_ABS","DIFF_PCFN"
"27327","66076","Felluns","66",76,54,"GAUCHE",34.55,22.86,14.55,20,25,"GAUCHE",-14.55,2.14
"27328","66077","Fenouillet","66",76,84,"GAUCHE",46.38,25.71,13.04,37.68,28.57,"GAUCHE",-8.7,2.86
"27329","66078","Fillols","66",76,169,"GAUCHE",40.31,5.45,3.14,26.7,6.92,"GAUCHE",-13.61,1.47
"27330","66079","Finestret","66",76,199,"LFN",24.12,40.35,27.06,25.29,49.59,"LFN",1.17,9.24
"27331","66080","Fontpédrouse","66",76,133,"ECOLO",39.55,24.68,14.18,37.31,24.32,"GAUCHE",-2.23999999999999,-0.359999999999999
"27332","66081","Fontrabiouse","66",76,134,"LFN",46.53,36.62,18.06,45.14,45.95,"LFN",-1.39,9.33000000000001
"27333","66082","Formiguères","66",76,422,"LFN",51.69,35.81,16.31,44,40.46,"LFN",-7.69,4.65
"27334","66083","Fosse","66",76,39,"GAUCHE",37.21,24,13.95,30.23,23.33,"GAUCHE",-6.98,-0.670000000000002
"27335","66084","Fourques","66",76,1169,"LFN",41.4,40.77,22.74,34.5,44.73,"LFN",-6.9,3.95999999999999
"27336","66085","Fuilla","66",76,430,"LFN",52.16,35.51,16.28,37.87,38.67,"GAUCHE",-14.29,3.16
"27337","66086","Glorianes","66",76,17,"LFN",41.67,35.71,20.83,29.17,30.77,"GAUCHE",-12.5,-4.94
"27338","66088","Ille-sur-Têt","66",76,5354,"LFN",48.94,39.01,18.62,37.76,42.61,"GAUCHE",-11.18,3.6
"27339","66089","Joch","66",76,246,"LFN",37.19,42.5,25.63,30.65,44.96,"LFN",-6.54,2.46
"27340","66090","Jujols","66",76,47,"LFN",59.32,31.58,10.17,40.68,20,"GAUCHE",-18.64,-11.58
"27341","66091","Lamanère","66",76,51,"ECOLO",39.02,32.61,18.29,36.25,42.5,"GAUCHE",-2.77,9.89
"27342","66092","Lansac","66",76,107,"LFN",57.58,40.74,16.67,53.03,46.67,"GAUCHE",-4.55,5.93
"27343","66093","Laroque-des-Albères","66",76,2148,"LFN",43.69,35.66,19.07,36.56,39.42,"LFN",-7.13,3.76000000000001
"27344","66094","Latour-Bas-Elne","66",76,2223,"LFN",42.1,50.61,27.99,32.73,51.4,"LFN",-9.37,0.789999999999999
"27345","66095","Latour-de-Carol","66",76,416,"GAUCHE",51.66,21.74,9.67,41.71,22.06,"GAUCHE",-9.95,0.32
"27346","66096","Latour-de-France","66",76,1064,"LFN",50.19,37.84,17.97,38.9,39.6,"GAUCHE",-11.29,1.76
"27347","66097","Lesquerde","66",76,164,"GAUCHE",31.25,28,18.75,29.46,31.43,"GAUCHE",-1.79,3.43
"27348","66098","La Llagonne","66",76,238,"DROITE",49.26,21.88,10.34,39.9,27.73,"LUD",-9.36,5.85
"27349","66099","Llauro","66",76,316,"LFN",45.49,33.06,17.6,33.48,38.16,"GAUCHE",-12.01,5.09999999999999
"27350","66100","Llo","66",76,162,"DROITE",49.26,19.4,9.56,36.76,21.43,"GAUCHE",-12.5,2.03
"27351","66101","Llupia","66",76,1960,"LFN",45.32,43.31,22.48,35.83,42.93,"LFN",-9.49,-0.380000000000003
"27352","66102","Mantet","66",76,31,"GAUCHE",29.27,8,4.88,29.27,7.69,"GAUCHE",0,-0.31
"27353","66103","Marquixanes","66",76,548,"LFN",46.7,37.29,18.91,38.11,37.75,"GAUCHE",-8.59,0.460000000000001
"27354","66104","Los Masos","66",76,888,"LFN",57.25,31.21,12.63,47.06,34.12,"GAUCHE",-10.19,2.91
"27355","66105","Matemale","66",76,279,"GAUCHE",51.49,19.05,8.51,34.04,20.83,"GAUCHE",-17.45,1.78
"27356","66106","Maureillas-las-Illas","66",76,2679,"LFN",52.71,39.36,17.92,44.25,41.15,"GAUCHE",-8.46,1.79
"27357","66107","Maury","66",76,840,"GAUCHE",45.5,32.13,16.34,36.18,40,"GAUCHE",-9.32,7.87
"27358","66108","Millas","66",76,4012,"LFN",43.33,41.41,22.08,33.03,46.7,"LFN",-10.3,5.29000000000001
"27359","66109","Molitg-les-Bains","66",76,212,"LFN",44.38,27.96,15.38,33.73,27.1,"GAUCHE",-10.65,-0.859999999999999
"27360","66111","Montalba-le-Château","66",76,148,"LFN",50.41,35,17.07,42.28,40.91,"GAUCHE",-8.13,5.91
"27361","66112","Montauriol","66",76,208,"LFN",35.64,45.31,28.71,29.7,47.1,"LFN",-5.94,1.79
"27362","66113","Montbolo","66",76,186,"GAUCHE",40.17,28.79,16.24,29.06,41.25,"GAUCHE",-11.11,12.46
"27363","66114","Montescot","66",76,1712,"LFN",50.08,41.61,19.79,38.5,44.62,"LFN",-11.58,3.01
"27364","66115","Montesquieu-des-Albères","66",76,1195,"LFN",38.46,38.82,23.28,32.02,39.97,"LFN",-6.44,1.15
"27365","66116","Montferrer","66",76,191,"ECOLO",54.94,19.4,8.02,42.59,19.05,"GAUCHE",-12.35,-0.349999999999998
"27366","66117","Mont-Louis","66",76,185,"LFN",40.52,47.78,28.1,39.22,57.14,"LFN",-1.3,9.36
"27367","66118","Montner","66",76,311,"LFN",43.29,43.09,22.94,35.06,47.45,"LFN",-8.23,4.36
"27368","66119","Mosset","66",76,290,"ECOLO",46.38,14.18,7.25,40.43,15.69,"GAUCHE",-5.95,1.51
"27369","66120","Nahuja","66",76,66,"GAUCHE",35.71,15.15,8.93,28.57,26.32,"GAUCHE",-7.14,11.17
"27370","66121","Néfiach","66",76,1206,"LFN",45.32,44.6,23.45,34.81,47.4,"LFN",-10.51,2.8
"27371","66122","Nohèdes","66",76,65,"ECOLO",46.58,34.21,17.81,47.95,40.54,"GAUCHE",1.37,6.33
"27372","66123","Nyer","66",76,160,"GAUCHE",44.95,22.64,11.01,39.45,26.98,"GAUCHE",-5.5,4.34
"27373","66124","Font-Romeu-Odeillo-Via","66",76,1843,"GAUCHE",44.57,24.41,12.95,37.47,33.49,"GAUCHE",-7.1,9.08
"27374","66125","Olette","66",76,393,"LFN",44.79,31.72,16.62,39.72,37.56,"GAUCHE",-5.07,5.84
"27375","66126","Oms","66",76,326,"LFN",50.42,31.19,14.41,42.37,38.46,"GAUCHE",-8.05,7.27
"27376","66127","Opoul-Périllos","66",76,996,"LFN",50.42,50.12,24.01,37.4,51.96,"LFN",-13.02,1.84
"27377","66128","Oreilla","66",76,13,"LFN",31.25,36.36,25,28.13,50,"LFN",-3.12,13.64
"27378","66129","Ortaffa","66",76,1270,"LFN",43.5,50.8,27.67,35.05,46.75,"LFN",-8.45,-4.05
"27379","66130","Osséja","66",76,1400,"LFN",50.78,28.29,13.19,40.52,36.01,"GAUCHE",-10.26,7.72
"27380","66132","Palau-de-Cerdagne","66",76,444,"LFN",52.92,34.23,14.79,42.8,38.03,"GAUCHE",-10.12,3.8
"27381","66133","Palau-del-Vidre","66",76,3052,"LFN",48.02,43.36,21.64,35.69,44.73,"LFN",-12.33,1.37
"27382","66134","Passa","66",76,693,"LFN",49.44,44.06,21.38,37.73,42.77,"GAUCHE",-11.71,-1.29
"27383","66136","Perpignan","66",76,120489,"LFN",56.01,41.61,17.53,45.5,41.94,"LFN",-10.51,0.329999999999998
"27384","66137","Le Perthus","66",76,580,"LFN",61.43,43.2,14.9,56.33,43.5,"LFN",-5.1,0.299999999999997
"27385","66138","Peyrestortes","66",76,1365,"LFN",44.07,43.1,23.03,33.1,43.3,"LFN",-10.97,0.199999999999996
"27386","66139","Pézilla-de-Conflent","66",76,58,"GAUCHE",34.48,13.89,8.62,31.03,17.95,"GAUCHE",-3.45,4.06
"27387","66140","Pézilla-la-Rivière","66",76,3330,"LFN",50.95,45.97,21.27,39.19,48.11,"LFN",-11.76,2.14
"27388","66141","Pia","66",76,7955,"LFN",54.96,53.64,23.1,43.05,54,"LFN",-11.91,0.359999999999999
"27389","66142","Planès","66",76,52,"LFN",51.16,30,13.95,55.81,33.33,"GAUCHE",4.65000000000001,3.33
"27390","66143","Planèzes","66",76,106,"DROITE",45.16,22,11.83,39.78,25.45,"GAUCHE",-5.38,3.45
"27391","66144","Pollestres","66",76,4590,"LFN",43.21,45.03,24.24,34.95,48.27,"LFN",-8.26,3.24
"27392","66145","Ponteilla","66",76,2798,"LFN",46.25,47.01,24,35.61,49.76,"LFN",-10.64,2.75
"27393","66146","Porta","66",76,132,"GAUCHE",48.36,28.07,13.11,45.08,30.65,"GAUCHE",-3.28,2.58
"27394","66147","Porté-Puymorens","66",76,134,"GAUCHE",50.65,12.16,5.84,38.31,16.13,"GAUCHE",-12.34,3.97
"27395","66148","Port-Vendres","66",76,4227,"LFN",47.94,44.21,22,39.93,47.44,"LFN",-8.01,3.23
"27396","66149","Prades","66",76,5851,"LFN",48.07,29,14.24,38.28,31.3,"GAUCHE",-9.79,2.3
"27397","66150","Prats-de-Mollo-la-Preste","66",76,1074,"LFN",47.08,33.5,16.18,37.47,33.61,"GAUCHE",-9.61,0.109999999999999
"27398","66151","Prats-de-Sournia","66",76,73,"DROITE",29.73,20,13.51,27.03,23.53,"LUD",-2.7,3.53
"27399","66152","Prugnanes","66",76,102,"DROITE",49.3,12.5,5.63,39.44,22.5,"GAUCHE",-9.86,10
"27400","66153","Prunet-et-Belpuig","66",76,54,"DROITE",55.26,18.75,7.89,42.11,23.81,"GAUCHE",-13.15,5.06
"27401","66154","Puyvalador","66",76,72,"GAUCHE",59.06,20.34,8.05,48.32,32.88,"GAUCHE",-10.74,12.54
"27402","66155","Py","66",76,91,"GAUCHE",57.45,10.26,4.26,50,13.33,"GAUCHE",-7.45,3.07
"27403","66156","Rabouillet","66",76,111,"GAUCHE",51.96,22.22,9.8,45.1,30.19,"GAUCHE",-6.86,7.97
"27404","66157","Railleu","66",76,25,"GAUCHE",49.09,22.22,10.91,50.91,20,"GAUCHE",1.81999999999999,-2.22
"27405","66158","Rasiguères","66",76,167,"GAUCHE",38.16,20.88,12.5,31.58,20.79,"GAUCHE",-6.58,-0.0899999999999999
"27406","66159","Réal","66",76,61,"LFN",51.32,47.22,22.37,39.47,50,"LFN",-11.85,2.78
"27407","66160","Reynès","66",76,1246,"LFN",49.53,38.89,18.53,41.3,40.17,"GAUCHE",-8.23,1.28
"27408","66161","Ria-Sirach","66",76,1257,"LFN",46.37,34.39,17.06,35.98,37.03,"GAUCHE",-10.39,2.64
"27409","66162","Rigarda","66",76,577,"LFN",46.42,51.89,27.16,35.31,54.72,"LFN",-11.11,2.83
"27410","66164","Rivesaltes","66",76,8201,"LFN",49.51,37.98,18.34,39.58,41.31,"LFN",-9.93,3.33000000000001
"27411","66165","Rodès","66",76,626,"LFN",51.9,34.76,16.23,38.88,37.5,"GAUCHE",-13.02,2.74
"27412","66166","Sahorre","66",76,364,"LFN",41.5,28.32,16.01,34.97,34.54,"GAUCHE",-6.53,6.22
"27413","66167","Saillagouse","66",76,1052,"LFN",48.27,30.2,14.69,40.62,33.4,"GAUCHE",-7.65000000000001,3.2
"27414","66168","Saint-André","66",76,3266,"LFN",49.33,46.47,22.45,38.87,48.03,"LFN",-10.46,1.56
"27415","66169","Saint-Arnac","66",76,121,"LFN",51.52,40,16.16,35.35,52.63,"LFN",-16.17,12.63
"27416","66170","Sainte-Colombe-de-la-Commanderie","66",76,140,"LFN",38.89,37.5,21.43,28.57,37.21,"LFN",-10.32,-0.289999999999999
"27417","66171","Saint-Cyprien","66",76,10552,"LFN",42.37,48.79,27.14,34.96,51.87,"LFN",-7.41,3.08
"27418","66172","Saint-Estève","66",76,11362,"LFN",47.29,42.42,21.37,38.37,45.82,"LFN",-8.92,3.4
"27419","66173","Saint-Féliu-d'Amont","66",76,905,"LFN",37.4,41.06,23.99,29.49,41.57,"GAUCHE",-7.91,0.509999999999998
"27420","66174","Saint-Féliu-d'Avall","66",76,2539,"LFN",46.24,45.76,23.29,36.95,48.79,"LFN",-9.29,3.03
"27421","66175","Saint-Génis-des-Fontaines","66",76,2748,"LFN",46.56,46.33,23.65,39.91,49.48,"LFN",-6.65000000000001,3.15
"27422","66176","Saint-Hippolyte","66",76,2719,"LFN",45.7,50.84,26.34,34.16,54.16,"LFN",-11.54,3.31999999999999
"27423","66177","Saint-Jean-Lasseille","66",76,1124,"LFN",43.84,52.29,27.71,36.67,52.63,"LFN",-7.17,0.340000000000003
"27424","66178","Saint-Jean-Pla-de-Corts","66",76,2045,"LFN",48.22,41.92,20.8,36.95,44,"LFN",-11.27,2.08
"27425","66179","Saint-Laurent-de-Cerdans","66",76,1204,"GAUCHE",46.88,20.45,9.91,37.82,22.46,"GAUCHE",-9.06,2.01
"27426","66180","Saint-Laurent-de-la-Salanque","66",76,9433,"LFN",46.26,54.05,27.65,36.92,55.15,"LFN",-9.34,1.1
"27427","66181","Sainte-Léocadie","66",76,144,"LFN",42.31,34.62,17.31,37.5,33.33,"GAUCHE",-4.81,-1.29
"27428","66182","Sainte-Marie","66",76,4687,"LFN",46.16,49.2,25.36,38.05,51.68,"LFN",-8.11,2.48
"27429","66183","Saint-Marsal","66",76,91,"GAUCHE",36.25,27.45,17.5,31.25,28.85,"GAUCHE",-5,1.4
"27430","66184","Saint-Martin-de-Fenouillet","66",76,58,"LFN",49.21,30,14.29,39.68,25,"GAUCHE",-9.53,-5
"27431","66185","Saint-Michel-de-Llotes","66",76,332,"LFN",39.1,41.4,24.44,32.33,44.51,"LFN",-6.77,3.11
"27432","66186","Saint-Nazaire","66",76,2543,"LFN",47.85,47.97,24.07,37.09,47.73,"LFN",-10.76,-0.240000000000002
"27433","66187","Saint-Paul-de-Fenouillet","66",76,1898,"LFN",49.54,47.51,21.74,39.56,48.6,"LFN",-9.98,1.09
"27434","66188","Saint-Pierre-dels-Forcats","66",76,264,"LFN",42.99,34.19,18.69,33.18,36.43,"GAUCHE",-9.81,2.24
"27435","66189","Saleilles","66",76,4680,"LFN",45.92,48.96,25.47,36,51.22,"LFN",-9.92,2.26
"27436","66190","Salses-le-Château","66",76,3227,"LFN",45.6,45.2,23.03,35.73,46.86,"LFN",-9.87,1.66
"27437","66191","Sansa","66",76,29,"LFN",54.9,60,23.53,52.94,57.14,"LFN",-1.96,-2.86
"27438","66192","Sauto","66",76,95,"LFN",53.33,39.02,17.78,42.22,41.67,"GAUCHE",-11.11,2.65
"27439","66193","Serdinya","66",76,207,"GAUCHE",47.81,17.27,8.33,37.28,19.38,"GAUCHE",-10.53,2.11
"27440","66194","Serralongue","66",76,227,"LFN",45.83,28.44,14.35,38.43,32.2,"GAUCHE",-7.4,3.76
"27441","66195","Le Soler","66",76,7221,"LFN",46.59,41.31,20.96,36.87,44.56,"LFN",-9.72000000000001,3.25
"27442","66196","Sorède","66",76,3083,"LFN",43.88,38.15,20.4,34.91,40.75,"LFN",-8.97000000000001,2.6
"27443","66197","Souanyas","66",76,44,"DROITE",37.5,15,9.38,21.88,16.67,"GAUCHE",-15.62,1.67
"27444","66198","Sournia","66",76,494,"LFN",42.51,37.77,21.26,30.84,45.41,"LFN",-11.67,7.63999999999999
"27445","66199","Taillet","66",76,126,"GAUCHE",50.55,11.9,5.49,49.45,23.26,"GAUCHE",-1.09999999999999,11.36
"27446","66201","Tarerach","66",76,54,"GAUCHE",34.04,14.81,8.51,34.78,13.79,"GAUCHE",0.740000000000002,-1.02
"27447","66202","Targassonne","66",76,193,"GAUCHE",46.1,18.18,9.09,43.51,27.38,"GAUCHE",-2.59,9.2
"27448","66203","Taulis","66",76,50,"LFN",43.4,44.83,24.53,47.17,46.15,"GAUCHE",3.77,1.32
"27449","66204","Taurinya","66",76,329,"GAUCHE",48.69,13.6,6.37,41.95,17.12,"GAUCHE",-6.73999999999999,3.52
"27450","66205","Tautavel","66",76,869,"LFN",40.43,41.67,23.02,29.5,43.35,"LFN",-10.93,1.68
"27451","66206","Le Tech","66",76,103,"GAUCHE",41.1,23.81,13.7,30.14,28.57,"GAUCHE",-10.96,4.76
"27452","66207","Terrats","66",76,668,"LFN",46.2,37.94,18.71,38.4,39.8,"GAUCHE",-7.8,1.86
"27453","66208","Théza","66",76,1602,"LFN",47.69,43.89,21.95,36.14,44.28,"LFN",-11.55,0.390000000000001
"27454","66209","Thuès-Entre-Valls","66",76,31,"DROITE",45.24,15,7.14,40.48,16.67,"GAUCHE",-4.76000000000001,1.67
"27455","66210","Thuir","66",76,7189,"LFN",48.23,38.04,18.49,39.29,38.57,"GAUCHE",-8.94,0.530000000000001
"27456","66211","Tordères","66",76,166,"GAUCHE",39.86,26.25,14.69,23.78,25.49,"GAUCHE",-16.08,-0.760000000000002
"27457","66212","Torreilles","66",76,3326,"LFN",46.51,48.24,24.45,37.14,49.53,"LFN",-9.37,1.29
"27458","66213","Toulouges","66",76,6398,"LFN",45.56,37.44,19.28,35.79,40.03,"GAUCHE",-9.77,2.59
"27459","66214","Tresserre","66",76,918,"LFN",49.47,41.99,20.21,39.76,46.06,"LFN",-9.71,4.07
"27460","66215","Trévillach","66",76,134,"LFN",42.61,33.9,17.39,29.57,36.99,"GAUCHE",-13.04,3.09
"27461","66216","Trilla","66",76,62,"GAUCHE",32.84,14.29,8.96,23.88,26.53,"GAUCHE",-8.96,12.24
"27462","66217","Trouillas","66",76,1875,"LFN",45.92,47.78,24.3,37.18,49.82,"LFN",-8.74,2.04
"27463","66218","Ur","66",76,353,"LFN",45.71,30.65,15.51,34.29,29.53,"GAUCHE",-11.42,-1.12
"27464","66219","Urbanya","66",76,9,"DROITE",37.29,22.86,13.56,32.2,33.33,"LUD",-5.09,10.47
"27465","66220","Valcebollère","66",76,47,"ECOLO",39.39,5.56,3.03,34.85,9.3,"GAUCHE",-4.54,3.74
"27466","66221","Valmanya","66",76,44,"GAUCHE",33.85,19.05,12.31,38.46,20,"GAUCHE",4.61,0.949999999999999
"27467","66222","Vernet-les-Bains","66",76,1415,"LFN",47.25,28.86,14.48,36.77,32.41,"GAUCHE",-10.48,3.55
"27468","66223","Villefranche-de-Conflent","66",76,229,"GAUCHE",41.11,23.47,12.78,30.56,25.2,"GAUCHE",-10.55,1.73
"27469","66224","Villelongue-de-la-Salanque","66",76,3229,"LFN",47.7,48.91,24.63,38.51,51.18,"LFN",-9.19,2.27
"27470","66225","Villelongue-dels-Monts","66",76,1483,"LFN",43.66,39.17,20.92,35.34,42.93,"GAUCHE",-8.31999999999999,3.76
"27471","66226","Villemolaque","66",76,1191,"LFN",43.12,52.55,28.55,34.68,54.07,"LFN",-8.44,1.52
"27472","66227","Villeneuve-de-la-Raho","66",76,3828,"LFN",47.07,40.38,20.61,35.89,46.42,"LFN",-11.18,6.04
"27473","66228","Villeneuve-la-Rivière","66",76,1290,"LFN",43.93,46.53,24.92,33.44,49.23,"LFN",-10.49,2.7
"27474","66230","Vinça","66",76,1947,"LFN",47.01,37.01,18.36,36.85,41.24,"GAUCHE",-10.16,4.23
"27475","66231","Vingrau","66",76,644,"GAUCHE",50.23,30.95,14.64,41.67,33.74,"GAUCHE",-8.56,2.79
"27476","66232","Vira","66",76,29,"LFN",34.29,43.48,28.57,31.43,56.52,"LFN",-2.86,13.04
"27477","66233","Vivès","66",76,172,"LFN",43.57,29.49,16.43,37.14,40.7,"GAUCHE",-6.43,11.21
"27478","66234","Le Vivier","66",76,90,"GAUCHE",41,19.61,10,39,16.36,"GAUCHE",-2,-3.25
"27479","67001","Achenheim","67",44,2043,"DROITE",47.3,32.61,16.46,33.54,31.17,"LUD",-13.76,-1.44
"27480","67002","Adamswiller","67",44,408,"DROITE",56.95,26,10.43,48.66,27.07,"LUD",-8.29000000000001,1.07
"27481","67003","Albé","67",44,467,"LFN",41.23,29.28,16.05,33.09,35.12,"LUD",-8.13999999999999,5.84
"27482","67004","Allenwiller","67",44,526,"LFN",43.53,41.44,21.65,30.82,36.96,"LUD",-12.71,-4.48
"27483","67005","Alteckendorf","67",44,824,"DROITE",40.74,26.47,15.16,31.39,30.18,"LUD",-9.35,3.71
"27484","67006","Altenheim","67",44,214,"LFN",39.43,44.44,25.14,32,44.55,"LUD",-7.43,0.109999999999999
"27485","67008","Altorf","67",44,1280,"DROITE",42.34,32.75,18.12,32.27,33.63,"LUD",-10.07,0.880000000000003
"27486","67009","Altwiller","67",44,418,"LFN",41.18,37.77,20.88,32.35,39.07,"LUD",-8.83,1.3
"27487","67010","Andlau","67",44,1799,"LFN",47.8,37.62,18.76,36.83,37.84,"LUD",-10.97,0.220000000000006
"27488","67011","Artolsheim","67",44,933,"LFN",42.17,39.55,21.7,31.07,41.11,"LUD",-11.1,1.56
"27489","67012","Aschbach","67",44,677,"DROITE",41.86,31.85,16.67,30.81,33.94,"LUD",-11.05,2.09
"27490","67013","Asswiller","67",44,292,"LFN",49.32,36.04,18.1,41.18,47.2,"LUD",-8.14,11.16
"27491","67014","Auenheim","67",44,898,"LFN",56.96,42.96,17.68,42.61,46.44,"LUD",-14.35,3.48
"27492","67016","Avolsheim","67",44,726,"LFN",48.24,35.89,17.86,40,36.56,"LUD",-8.24,0.670000000000002
"27493","67017","Baerendorf","67",44,320,"LFN",39.57,43.65,23.91,28.26,48.05,"LFN",-11.31,4.4
"27494","67018","Balbronn","67",44,634,"LFN",45.64,27.87,14.55,34,35.45,"LUD",-11.64,7.58
"27495","67019","Baldenheim","67",44,1145,"LFN",40.64,28.85,16.39,30.9,32.71,"LUD",-9.74,3.86
"27496","67020","Barembach","67",44,873,"LFN",50.14,33.53,15.95,40.52,35.2,"LUD",-9.62,1.67
"27497","67021","Barr","67",44,7052,"DROITE",53.03,29.32,13.4,42.12,30.07,"LUD",-10.91,0.75
"27498","67022","Bassemberg","67",44,261,"DROITE",50.25,23.66,10.84,40,36.75,"LUD",-10.25,13.09
"27499","67023","Batzendorf","67",44,954,"LFN",32.46,42.51,26.99,24.64,39.77,"LUD",-7.82,-2.73999999999999
"27500","67025","Beinheim","67",44,1873,"DROITE",49.61,32.79,15.78,40.1,33.44,"LUD",-9.51,0.649999999999999
"27501","67026","Bellefosse","67",44,135,"LREG",36.17,20.73,12.06,29.79,27.27,"LUD",-6.38,6.54
"27502","67027","Belmont","67",44,174,"LFN",37.42,39.13,23.23,20.65,44.92,"LUD",-16.77,5.79
"27503","67028","Benfeld","67",44,5667,"DROITE",52.88,30.09,13.54,41.2,31.59,"LUD",-11.68,1.5
"27504","67029","Berg","67",44,413,"LFN",50.15,43.95,21.36,34.67,42.93,"LUD",-15.48,-1.02
"27505","67030","Bergbieten","67",44,680,"DROITE",41.74,26.89,14.88,30.67,31.59,"LUD",-11.07,4.7
"27506","67031","Bernardswiller","67",44,1425,"DROITE",40.37,27.26,15.53,30.52,30.2,"LUD",-9.85,2.94
"27507","67032","Bernardvillé","67",44,218,"LFN",34.87,30.89,19.49,25.13,39.44,"LUD",-9.74,8.55
"27508","67033","Bernolsheim","67",44,615,"LFN",42.66,41.16,22.31,30.33,41.59,"LUD",-12.33,0.430000000000007
"27509","67034","Berstett","67",44,2347,"DROITE",40.73,29.23,16.52,30.68,29.22,"LUD",-10.05,-0.0100000000000016
"27510","67035","Berstheim","67",44,413,"DROITE",43.12,34.34,17.99,34.66,34.03,"LUD",-8.46,-0.310000000000002
"27511","67036","Bettwiller","67",44,321,"DROITE",47.25,32.86,16.85,34.07,45.09,"LUD",-13.18,12.23
"27512","67037","Biblisheim","67",44,336,"LFN",35.96,36.21,21.58,33.9,36.61,"LUD",-2.06,0.399999999999999
"27513","67038","Bietlenheim","67",44,285,"LFN",40,51.72,30,30,52.55,"LFN",-10,0.829999999999998
"27514","67039","Bilwisheim","67",44,390,"LFN",40.67,50.23,28.76,32.38,47.01,"LFN",-8.29,-3.22
"27515","67040","Bindernheim","67",44,959,"LFN",48.83,40.96,19.04,36.46,40.58,"LUD",-12.37,-0.380000000000003
"27516","67041","Birkenwald","67",44,285,"LFN",41.54,38.36,21.54,34.23,43.4,"LUD",-7.31,5.04
"27517","67043","Bischheim","67",44,17491,"LFN",57.58,29.95,12.24,46.14,27.71,"LUD",-11.44,-2.24
"27518","67044","Bischholtz","67",44,279,"DROITE",41.36,32.79,18.18,30.91,43.57,"LUD",-10.45,10.78
"27519","67045","Bischoffsheim","67",44,3322,"DROITE",46.9,30.24,15.47,36.18,31.13,"LUD",-10.72,0.890000000000001
"27520","67046","Bischwiller","67",44,12643,"LFN",59.17,37.87,14.77,46.44,37.75,"LUD",-12.73,-0.119999999999997
"27521","67047","Bissert","67",44,159,"LFN",41.41,53.42,30.47,35.16,54.67,"LFN",-6.25,1.25
"27522","67048","Bitschhoffen","67",44,449,"DROITE",43.31,36.07,19.19,28.78,37.45,"LUD",-14.53,1.38
"27523","67049","Blaesheim","67",44,1275,"DROITE",42.6,28.35,15.45,32.4,32.03,"LUD",-10.2,3.68
"27524","67050","Blancherupt","67",44,38,"GAUCHE",46.15,25.93,13.46,32.69,32.35,"LUD",-13.46,6.42
"27525","67051","Blienschwiller","67",44,334,"DROITE",46.15,19.86,10.14,38.11,28.03,"LUD",-8.04,8.17
"27526","67052","Boersch","67",44,2420,"DROITE",41.46,29.57,16.46,32.36,29.98,"LUD",-9.1,0.41
"27527","67053","Boesenbiesen","67",44,303,"DROITE",33.46,19.25,11.65,25.19,28.96,"LUD",-8.27,9.71
"27528","67054","Bolsenheim","67",44,463,"LFN",48.73,36.31,18.31,30.99,39.08,"LUD",-17.74,2.77
"27529","67055","Boofzheim","67",44,1226,"LFN",43.67,38.63,20.84,32.1,40.59,"LUD",-11.57,1.96
"27530","67056","Bootzheim","67",44,680,"LFN",44.14,41.98,21.75,34.54,45.3,"LUD",-9.6,3.32
"27531","67057","Bosselshausen","67",44,164,"DROITE",42.11,27.78,15.04,26.32,26.88,"LUD",-15.79,-0.900000000000002
"27532","67058","Bossendorf","67",44,367,"DROITE",33.68,32.43,20.83,25.69,36.84,"LUD",-7.99,4.41
"27533","67059","Bourg-Bruche","67",44,440,"LFN",48.75,44.69,22.16,41,50.73,"LFN",-7.75,6.04
"27534","67060","Bourgheim","67",44,562,"LFN",52.04,35.91,16.58,34.69,38.37,"LUD",-17.35,2.46
"27535","67061","Bouxwiller","67",44,4017,"LFN",50.5,35.5,16.67,41.94,38.93,"LUD",-8.56,3.43
"27536","67062","Breitenau","67",44,312,"DROITE",36.14,26.45,16.47,25.3,29.24,"LUD",-10.84,2.79
"27537","67063","Breitenbach","67",44,693,"DROITE",46.95,29.24,14.92,37.29,33.62,"LUD",-9.66,4.38
"27538","67065","Breuschwickersheim","67",44,1281,"LFN",42.83,33.15,18.13,31.08,35.45,"LUD",-11.75,2.3
"27539","67066","La Broque","67",44,2812,"LFN",53.03,42.47,19.32,42.7,39.93,"LUD",-10.33,-2.54
"27540","67067","Brumath","67",44,10072,"DROITE",49.78,32.09,15.62,38.56,32.36,"LUD",-11.22,0.269999999999996
"27541","67068","Buswiller","67",44,213,"DROITE",42.44,25.93,13.66,27.32,36.49,"LUD",-15.12,10.56
"27542","67069","Buhl","67",44,518,"DROITE",45.04,33.5,17.69,33.24,35.71,"LUD",-11.8,2.21
"27543","67070","Burbach","67",44,295,"LFN",55.68,50,21.59,43.94,48.28,"LFN",-11.74,-1.72
"27544","67071","Bust","67",44,443,"LFN",47.75,52.57,25.84,38.2,54.21,"LFN",-9.55,1.64
"27545","67072","Butten","67",44,663,"LFN",50.7,46.88,20.98,41.08,47.73,"LFN",-9.62,0.849999999999994
"27546","67073","Châtenois","67",44,3992,"DROITE",49.92,28.94,13.69,38.31,32.74,"LUD",-11.61,3.8
"27547","67074","Cleebourg","67",44,700,"DROITE",46.25,31.56,15.89,33.39,37.79,"LUD",-12.86,6.23
"27548","67075","Climbach","67",44,505,"DROITE",43.2,27.75,14.5,30.51,31.53,"LUD",-12.69,3.78
