"","INSEE","NAME","DPT","REG2016","POP","winT1","ABST1","PCFNT1","PCFNT1INSCRITS","ABST2","PCFNT2","winnerT2","DIFF_ABS","DIFF_PCFN"
"17722","46204","Montfaucon","46",76,547,"GAUCHE",39.88,14.12,7.79,31.46,17.92,"GAUCHE",-8.42,3.8
"17723","46205","Montgesty","46",76,316,"GAUCHE",38.78,27.59,16.33,28.98,27.71,"GAUCHE",-9.8,0.120000000000001
"17724","46206","Montlauzun","46",76,129,"GAUCHE",37.93,10,5.75,18.39,15.94,"GAUCHE",-19.54,5.94
"17725","46207","Montredon","46",76,281,"DROITE",42.71,24.27,13.02,31.77,21.6,"GAUCHE",-10.94,-2.67
"17726","46208","Montvalent","46",76,300,"GAUCHE",48.01,13.14,6.5,36.46,14.53,"GAUCHE",-11.55,1.39
"17727","46209","Nadaillac-de-Rouge","46",76,174,"GAUCHE",31.29,20.41,13.61,27.21,15.15,"GAUCHE",-4.08,-5.26
"17728","46210","Nadillac","46",76,76,"LFN",33.33,36.11,22.81,31.58,44.44,"LFN",-1.75,8.33
"17729","46211","Nuzéjouls","46",76,354,"GAUCHE",46.04,27.07,13.58,34.34,31.25,"GAUCHE",-11.7,4.18
"17730","46212","Orniac","46",76,74,"DROITE",42.17,10.64,6.02,36.14,9.8,"GAUCHE",-6.03,-0.84
"17731","46213","Padirac","46",76,184,"GAUCHE",40.6,8,4.51,30.83,6.1,"GAUCHE",-9.77,-1.9
"17732","46214","Parnac","46",76,386,"DROITE",40.45,15.58,8.71,28.37,18.44,"GAUCHE",-12.08,2.86
"17733","46215","Payrac","46",76,639,"GAUCHE",43.6,23.96,12.8,35.06,26.28,"GAUCHE",-8.54,2.32
"17734","46216","Payrignac","46",76,710,"GAUCHE",51.37,20.22,9.22,40.27,20.54,"GAUCHE",-11.1,0.32
"17735","46217","Pern","46",76,497,"DROITE",48.73,17.34,8.45,33.52,22.22,"GAUCHE",-15.21,4.88
"17736","46218","Pescadoires","46",76,163,"LFN",42.45,30,16.98,33.02,36.92,"GAUCHE",-9.43,6.92
"17737","46219","Peyrilles","46",76,388,"GAUCHE",47.28,15.48,7.67,36.86,17.58,"GAUCHE",-10.42,2.1
"17738","46220","Pinsac","46",76,754,"GAUCHE",42.14,24.53,13.04,32.78,25.33,"GAUCHE",-9.36,0.799999999999997
"17739","46221","Planioles","46",76,482,"GAUCHE",36.25,13.16,7.71,29.31,18.6,"GAUCHE",-6.94,5.44
"17740","46222","Pomarède","46",76,168,"GAUCHE",37.32,17.86,10.56,30.28,18.95,"GAUCHE",-7.04,1.09
"17741","46223","Pontcirq","46",76,156,"ECOLO",41.33,11.76,6.67,31.33,16.67,"GAUCHE",-10,4.91
"17742","46224","Pradines","46",76,3514,"GAUCHE",43.44,20.62,11.01,33.08,21.58,"GAUCHE",-10.36,0.959999999999997
"17743","46225","Prayssac","46",76,2511,"GAUCHE",43.95,23.68,12.62,35.61,27.11,"GAUCHE",-8.34,3.43
"17744","46226","Prendeignes","46",76,220,"GAUCHE",33.33,19.61,11.7,30.99,15.38,"GAUCHE",-2.34,-4.23
"17745","46227","Promilhanes","46",76,217,"GAUCHE",33.33,26.89,16.16,29.8,23.85,"GAUCHE",-3.53,-3.04
"17746","46228","Prudhomat","46",76,724,"GAUCHE",45.91,26.85,13.36,36.56,24.3,"GAUCHE",-9.34999999999999,-2.55
"17747","46229","Puybrun","46",76,907,"GAUCHE",41.26,26.95,14.62,35.66,26.19,"GAUCHE",-5.6,-0.759999999999998
"17748","46230","Puyjourdes","46",76,76,"GAUCHE",31.17,18.18,10.39,19.48,11.54,"GAUCHE",-11.69,-6.64
"17749","46231","Puy-l'Evêque","46",76,2044,"GAUCHE",50.49,26.91,12.31,41.41,28.57,"GAUCHE",-9.08000000000001,1.66
"17750","46232","Les Quatre-Routes-du-Lot","46",76,640,"GAUCHE",35.59,23.08,13.8,29.78,25.27,"GAUCHE",-5.81,2.19
