"","INSEE","ABST2","PCFNT2","winnerT2"
"14981","38324",37.36,40.27,"LFN"
"14982","38325",32.37,17.23,"GAUCHE"
"14983","38326",33.7,30.41,"GAUCHE"
"14984","38328",32.04,16.16,"GAUCHE"
"14985","38329",41.77,29.55,"GAUCHE"
"14986","38330",39.77,44,"LFN"
"14987","38331",36.56,21.73,"GAUCHE"
"14988","38332",44.03,24.19,"GAUCHE"
"14989","38333",36.79,17.39,"GAUCHE"
"14990","38334",35.61,17.6,"GAUCHE"
"14991","38335",35.91,33.68,"LFN"
"14992","38336",38.9,31.23,"LUD"
"14993","38337",48.46,26.42,"GAUCHE"
"14994","38338",44.96,38.24,"LFN"
"14995","38339",39.51,34.9,"LUD"
"14996","38340",42.21,23.99,"GAUCHE"
"14997","38341",33.15,39.79,"LFN"
"14998","38342",37.38,31.82,"GAUCHE"
"14999","38343",40.23,34.21,"LUD"
"15000","38344",47.83,26.82,"GAUCHE"
"15001","38345",41.83,43.5,"LFN"
"15002","38346",34.05,28.73,"LUD"
"15003","38347",36.85,20,"LUD"
"15004","38348",40.2,28.4,"LUD"
"15005","38349",40.83,37.27,"LFN"
"15006","38350",31.71,20.2,"GAUCHE"
"15007","38351",39.23,39.18,"LFN"
"15008","38352",40.85,23.59,"LUD"
"15009","38353",40.99,40,"LFN"
"15010","38354",34.64,33.68,"GAUCHE"
"15011","38355",31.67,12.66,"GAUCHE"
"15012","38356",31.14,18.23,"GAUCHE"
"15013","38357",42.03,33.81,"GAUCHE"
"15014","38358",37.27,31.02,"LUD"
"15015","38359",39.59,18.26,"GAUCHE"
"15016","38360",35.56,32.99,"LUD"
"15017","38361",26.67,15.69,"GAUCHE"
"15018","38362",32.84,24.43,"LUD"
"15019","38363",45.51,32.28,"LUD"
"15020","38364",40.7,32.38,"GAUCHE"
"15021","38365",42.11,41.14,"LFN"
"15022","38366",32.05,17.44,"GAUCHE"
"15023","38367",41.47,11.31,"GAUCHE"
"15024","38368",36.71,23.5,"LUD"
"15025","38369",35.31,35.14,"LUD"
"15026","38370",38.19,27.44,"LUD"
"15027","38372",40.96,33.21,"LUD"
"15028","38373",31.6,25.77,"LUD"
"15029","38374",44.71,34.47,"LUD"
"15030","38375",56.15,22.81,"GAUCHE"
"15031","38376",36.67,33.06,"GAUCHE"
"15032","38377",42.56,38.31,"LFN"
"15033","38378",47.36,33.03,"LUD"
"15034","38379",33.5,31.06,"LUD"
"15035","38380",41.12,43.36,"LFN"
"15036","38381",43.65,37.68,"LFN"
"15037","38382",43.48,16.31,"GAUCHE"
"15038","38383",35.99,18.54,"GAUCHE"
"15039","38384",38,26.53,"LUD"
"15040","38386",44.64,31.82,"LUD"
"15041","38387",36.25,24.07,"LUD"
"15042","38388",42.44,30.26,"GAUCHE"
"15043","38389",42.31,33.9,"LUD"
"15044","38390",48.08,33.66,"LFN"
"15045","38391",26,20.41,"LUD"
"15046","38392",35.25,27.05,"LUD"
"15047","38393",42.67,25.83,"GAUCHE"
"15048","38394",43.46,31.9,"LUD"
"15049","38395",44.44,12.93,"GAUCHE"
"15050","38396",35.08,29.27,"GAUCHE"
"15051","38397",36,12.85,"LUD"
"15052","38398",39.97,32.94,"LUD"
"15053","38399",37.16,32.31,"LUD"
"15054","38400",38.68,18.44,"GAUCHE"
"15055","38401",40.89,34.08,"LUD"
"15056","38402",39.08,19.26,"GAUCHE"
"15057","38403",36.46,20.57,"GAUCHE"
"15058","38404",28.08,20.28,"LUD"
"15059","38405",40.11,25.18,"GAUCHE"
"15060","38406",42.2,27.87,"GAUCHE"
"15061","38407",33.14,21.88,"GAUCHE"
"15062","38408",40.15,29.74,"LUD"
"15063","38409",44.93,38.62,"LFN"
"15064","38410",41.08,32.96,"GAUCHE"
"15065","38412",43.39,28.29,"GAUCHE"
"15066","38413",37.97,31.72,"GAUCHE"
"15067","38414",42,17.24,"GAUCHE"
"15068","38415",32.47,22.97,"LUD"
"15069","38416",41.09,25.96,"GAUCHE"
"15070","38417",30.43,28.76,"GAUCHE"
"15071","38418",29.49,20.56,"GAUCHE"
"15072","38419",31.29,17.17,"GAUCHE"
"15073","38420",38.16,34.31,"GAUCHE"
"15074","38421",49.85,22.21,"GAUCHE"
"15075","38422",31.86,15.46,"GAUCHE"
"15076","38423",50.72,16.18,"GAUCHE"
"15077","38424",34.88,32.93,"LUD"
"15078","38425",49.13,32.99,"GAUCHE"
"15079","38426",35.91,33.8,"GAUCHE"
"15080","38427",33.64,20.71,"LUD"
"15081","38428",43.94,21.62,"GAUCHE"
"15082","38429",38.6,13.08,"GAUCHE"
"15083","38430",41.6,19.42,"GAUCHE"
"15084","38431",33.6,12.42,"LUD"
"15085","38432",39.59,20.04,"GAUCHE"
"15086","38433",38.11,12.96,"GAUCHE"
"15087","38434",47.58,26.38,"LUD"
"15088","38435",36.58,13.73,"GAUCHE"
"15089","38436",39.23,25.02,"LUD"
"15090","38437",47.58,33.33,"GAUCHE"
"15091","38438",28.5,21.38,"GAUCHE"
"15092","38439",43.24,25.41,"GAUCHE"
"15093","38440",33.8,16.99,"LUD"
"15094","38442",36.59,14.91,"GAUCHE"
"15095","38443",33.84,27.6,"GAUCHE"
"15096","38444",49.22,47.69,"LFN"
"15097","38445",35.19,32.13,"GAUCHE"
"15098","38446",36.03,22.55,"LUD"
"15099","38448",41.88,31.63,"LUD"
"15100","38449",43.06,33.49,"GAUCHE"
"15101","38450",37.91,32.38,"GAUCHE"
"15102","38451",39.95,40.01,"LFN"
"15103","38452",36.21,32.45,"LUD"
"15104","38453",35.36,28.67,"LUD"
"15105","38454",41.71,35.51,"LFN"
"15106","38455",40.17,31.89,"LUD"
"15107","38456",33.33,13.87,"GAUCHE"
"15108","38457",47.33,28.52,"LUD"
"15109","38458",39.69,42.37,"LFN"
"15110","38459",31.5,34.2,"LUD"
"15111","38460",39.78,29.05,"LUD"
"15112","38462",40.93,16.51,"GAUCHE"
"15113","38463",42.17,30.62,"GAUCHE"
"15114","38464",40.55,40.76,"LFN"
"15115","38465",46.73,33.86,"LFN"
"15116","38466",39.54,16.12,"GAUCHE"
"15117","38467",43.1,36.18,"LFN"
"15118","38468",43.14,31.94,"GAUCHE"
"15119","38469",37.61,32.84,"GAUCHE"
"15120","38470",40.22,30.54,"GAUCHE"
"15121","38471",30.93,9.91,"GAUCHE"
"15122","38472",33.14,15.04,"GAUCHE"
"15123","38473",39.1,36.17,"LUD"
"15124","38474",41.22,23.71,"GAUCHE"
"15125","38475",41.39,38.19,"LFN"
"15126","38476",36.2,37.63,"LUD"
"15127","38478",45.87,32.89,"GAUCHE"
"15128","38479",41.45,30.52,"LUD"
"15129","38480",42.91,38.79,"LFN"
"15130","38481",37.09,37.86,"LFN"
"15131","38483",38.71,34.69,"LUD"
"15132","38484",32.41,32.85,"GAUCHE"
"15133","38485",42.32,21.95,"GAUCHE"
"15134","38486",32.39,16.38,"GAUCHE"
"15135","38487",36.52,20,"LUD"
"15136","38488",44.2,26.14,"LUD"
"15137","38489",31.48,18.57,"GAUCHE"
"15138","38490",39.72,28.92,"LUD"
"15139","38492",38.62,14.39,"GAUCHE"
"15140","38494",39.86,40.18,"LFN"
"15141","38495",43.27,30.89,"LUD"
"15142","38496",41.37,39.59,"LFN"
"15143","38497",33.33,23.4,"GAUCHE"
"15144","38498",35.78,35.8,"LFN"
"15145","38499",51.4,29.95,"GAUCHE"
"15146","38500",40.49,38.08,"LFN"
"15147","38501",45.9,30.64,"GAUCHE"
"15148","38503",31.39,18.32,"GAUCHE"
"15149","38504",31.38,22.05,"GAUCHE"
"15150","38505",36.36,27.87,"LUD"
"15151","38507",43.88,35.38,"LFN"
"15152","38508",34.62,30.72,"GAUCHE"
"15153","38509",48.87,28.41,"LUD"
"15154","38511",40.51,17.36,"GAUCHE"
"15155","38512",36.83,28.9,"LUD"
"15156","38513",32.97,21.05,"LUD"
"15157","38514",37.06,22.13,"GAUCHE"
"15158","38515",39.87,36.33,"LUD"
"15159","38516",37.59,11.22,"GAUCHE"
"15160","38517",44.96,27.25,"GAUCHE"
"15161","38518",42.69,24.63,"GAUCHE"
"15162","38519",41.35,34.45,"LUD"
"15163","38520",43.09,35.61,"LUD"
"15164","38521",26.56,12.77,"GAUCHE"
"15165","38522",48.11,26.17,"GAUCHE"
"15166","38523",37.94,35.31,"LFN"
"15167","38524",42.81,27.69,"LUD"
"15168","38525",37.13,38.67,"LUD"
"15169","38526",32.08,26.54,"GAUCHE"
"15170","38527",43.06,18.53,"LUD"
"15171","38528",37.57,29.28,"GAUCHE"
"15172","38529",40.01,21.7,"GAUCHE"
"15173","38530",39.99,30.03,"LUD"
"15174","38531",43.56,32.87,"GAUCHE"
"15175","38532",38.75,35.26,"LFN"
"15176","38533",30.07,12.93,"GAUCHE"
"15177","38534",56.79,20.45,"LUD"
"15178","38535",39.36,29.46,"GAUCHE"
"15179","38536",37.08,31.55,"GAUCHE"
"15180","38537",44.72,30.69,"LUD"
"15181","38538",39.88,22.66,"GAUCHE"
"15182","38539",33.56,40.21,"LFN"
"15183","38540",34,25.3,"GAUCHE"
"15184","38541",41.46,37.2,"LFN"
"15185","38542",38.28,32.39,"GAUCHE"
"15186","38543",45.04,39.44,"LFN"
"15187","38544",44.83,17.76,"LUD"
"15188","38545",43.11,29.77,"GAUCHE"
"15189","38546",37.13,38.29,"LFN"
"15190","38547",48.39,26.8,"GAUCHE"
"15191","38548",39.01,16.88,"LUD"
"15192","38549",35,13.04,"GAUCHE"
"15193","38550",35.14,9.09,"GAUCHE"
"15194","38551",40.48,0,"GAUCHE"
"15195","38552",34.67,22.17,"GAUCHE"
"15196","38553",53.72,27.01,"GAUCHE"
"15197","38554",37.6,30.31,"LUD"
"15198","38555",37.65,37.5,"LFN"
"15199","38556",40.22,35.44,"LFN"
"15200","38557",41.69,36.18,"LUD"
"15201","38558",34.92,30.26,"LUD"
"15202","38559",42.91,30.12,"LUD"
"15203","38560",43.44,27.8,"GAUCHE"
"15204","38561",44.67,31.29,"LUD"
"15205","38562",47.74,30.41,"GAUCHE"
"15206","38563",44.21,17.98,"GAUCHE"
"15207","38564",45.65,27.84,"LUD"
"15208","38565",36.48,20.03,"GAUCHE"
"15209","38566",38.99,20.69,"GAUCHE"
"15210","38567",36.83,21.99,"LUD"
"15211","39001",35.47,43.5,"LFN"
"15212","39002",45.24,18.18,"LUD"
"15213","39003",17.5,24.14,"LUD"
"15214","39004",28.85,10.81,"LUD"
"15215","39006",33.24,24.42,"GAUCHE"
"15216","39007",34.13,40.74,"LFN"
"15217","39008",30.68,35.85,"LUD"
"15218","39009",39.02,26.88,"GAUCHE"
"15219","39010",29.27,29.09,"GAUCHE"
"15220","39011",28.84,42.27,"LFN"
"15221","39013",34.16,20.93,"GAUCHE"
"15222","39014",25.44,36.13,"GAUCHE"
"15223","39015",34.02,12.9,"GAUCHE"
"15224","39016",42.99,36.55,"LFN"
"15225","39017",37.24,27.57,"LUD"
"15226","39018",45.95,40.79,"LFN"
"15227","39019",22.63,36.36,"LFN"
"15228","39020",28.24,23.73,"LUD"
"15229","39021",42.75,23.61,"GAUCHE"
"15230","39022",33.84,48.61,"LFN"
"15231","39023",33.59,41.46,"LFN"
"15232","39024",26.78,31.82,"GAUCHE"
"15233","39025",29.3,35.42,"GAUCHE"
"15234","39026",20.16,36.08,"GAUCHE"
"15235","39027",28.21,35.58,"GAUCHE"
"15236","39028",35.44,37.71,"GAUCHE"
"15237","39029",27.92,42.62,"LFN"
"15238","39030",27.3,33.91,"GAUCHE"
"15239","39031",30.25,47.57,"LFN"
"15240","39032",31.27,28.19,"LUD"
"15241","39034",30.91,47.26,"LFN"
"15242","39035",34.48,41.13,"LFN"
"15243","39036",46,37.04,"LFN"
"15244","39037",26.95,30.69,"GAUCHE"
"15245","39038",32.23,36.71,"LFN"
"15246","39039",33.33,38.83,"LFN"
"15247","39040",24.66,33.33,"LUD"
"15248","39041",38.17,18.42,"LUD"
"15249","39042",29.29,30.12,"LUD"
"15250","39043",36.3,39.53,"LFN"
"15251","39045",26.67,33.33,"GAUCHE"
"15252","39046",25.35,29.41,"LUD"
"15253","39047",38.79,24.9,"LUD"
"15254","39048",30.1,27.82,"GAUCHE"
"15255","39049",33.33,32.78,"GAUCHE"
"15256","39050",26.28,24.76,"GAUCHE"
"15257","39051",31.45,34.92,"LUD"
"15258","39052",33.33,33.33,"LUD"
"15259","39053",29.23,31.46,"LUD"
"15260","39054",31.25,17.07,"GAUCHE"
"15261","39055",20.59,0,"LUD"
"15262","39056",35.65,32.7,"LUD"
"15263","39057",27.78,37.93,"LFN"
"15264","39058",20.49,31.25,"LUD"
"15265","39059",42.9,25.11,"LUD"
"15266","39060",36.17,67.86,"LFN"
"15267","39061",26.04,32.35,"LUD"
"15268","39062",21.74,18.18,"GAUCHE"
"15269","39063",43.5,36.79,"LFN"
"15270","39064",29.41,36.36,"LFN"
"15271","39065",34.25,15.56,"GAUCHE"
"15272","39066",18.57,32.43,"LUD"
"15273","39068",38.21,28.17,"GAUCHE"
"15274","39069",42,37.93,"LFN"
"15275","39070",22.99,40,"LFN"
"15276","39072",25.52,24.71,"LUD"
"15277","39073",25.19,27.96,"GAUCHE"
"15278","39074",31.98,28.07,"LUD"
"15279","39075",22.49,31.15,"GAUCHE"
"15280","39076",24.84,47.32,"LFN"
"15281","39077",35,37.5,"LUD"
"15282","39078",33.64,35.94,"LFN"
"15283","39079",17.11,24.37,"GAUCHE"
"15284","39080",11.63,31.43,"LUD"
"15285","39081",33.46,25,"GAUCHE"
"15286","39083",25.97,37.42,"LFN"
"15287","39084",27.27,16.67,"LUD"
"15288","39085",32.43,18,"LUD"
"15289","39086",38.92,39.83,"LFN"
"15290","39088",34.73,29.1,"GAUCHE"
"15291","39089",38.89,35.48,"GAUCHE"
"15292","39090",42.4,28.57,"GAUCHE"
"15293","39091",19.18,37.29,"LUD"
"15294","39092",29.53,40.82,"LFN"
"15295","39093",38.94,37.28,"LFN"
"15296","39094",21.55,11.9,"GAUCHE"
"15297","39095",29.81,11.27,"GAUCHE"
"15298","39096",37.93,48.72,"LFN"
"15299","39097",39.54,28.29,"LUD"
"15300","39099",33.85,34.62,"LUD"
"15301","39100",41.24,37.04,"LFN"
"15302","39101",34.57,32.08,"GAUCHE"
"15303","39102",32.75,35.71,"LUD"
"15304","39103",33.21,29.89,"GAUCHE"
"15305","39104",37.61,36.16,"LFN"
"15306","39105",30.05,25.81,"GAUCHE"
"15307","39106",31.37,42.42,"LFN"
"15308","39107",31.07,34.33,"LUD"
"15309","39108",25.53,29.41,"LUD"
"15310","39109",38.13,38.46,"LFN"
"15311","39110",37.74,53.33,"LFN"
"15312","39111",32.69,21.21,"LUD"
"15313","39112",41.24,20,"GAUCHE"
"15314","39113",41.55,37.2,"LFN"
"15315","39114",33.74,22.33,"LUD"
"15316","39115",31.43,35.16,"LUD"
"15317","39116",33.33,22.67,"GAUCHE"
"15318","39117",25.61,45,"LFN"
"15319","39118",37.21,23.08,"LUD"
"15320","39119",38.96,34.88,"GAUCHE"
"15321","39120",33.33,18.06,"GAUCHE"
"15322","39121",26.52,37.63,"LFN"
"15323","39122",32.99,14.75,"LUD"
"15324","39123",31.48,17.65,"GAUCHE"
"15325","39124",32.68,30.14,"GAUCHE"
"15326","39126",37.81,33.73,"LUD"
"15327","39127",32.05,12.24,"LUD"
"15328","39128",31.35,41.84,"LFN"
"15329","39129",27.76,31.41,"GAUCHE"
"15330","39130",27.66,26.26,"LUD"
"15331","39131",36.41,36.13,"LUD"
"15332","39132",32.35,27.78,"GAUCHE"
"15333","39133",27.42,34.88,"LUD"
"15334","39134",34.81,33.68,"LUD"
"15335","39135",23.21,51.19,"LFN"
"15336","39136",20,57.14,"LFN"
"15337","39137",50,52.17,"LFN"
"15338","39138",33.77,44.9,"LFN"
"15339","39139",30.65,39.47,"LFN"
"15340","39140",22.22,37.04,"LUD"
"15341","39141",39.67,36.79,"GAUCHE"
"15342","39142",30,34.18,"LUD"
"15343","39143",11.54,42.86,"GAUCHE"
"15344","39145",21.84,26.04,"LUD"
"15345","39146",39.77,20.17,"GAUCHE"
"15346","39147",25,16.67,"LUD"
"15347","39148",42.19,38.24,"GAUCHE"
"15348","39149",30,33.12,"GAUCHE"
"15349","39150",34.15,29.68,"LUD"
"15350","39151",32.48,25.33,"GAUCHE"
"15351","39153",28.16,34.98,"LFN"
"15352","39154",37.01,29.85,"LUD"
"15353","39155",17.65,27.27,"LUD"
"15354","39156",36.82,35.59,"LUD"
"15355","39157",25.58,19.35,"LUD"
"15356","39158",32.59,63.53,"LFN"
"15357","39159",37.95,28.95,"GAUCHE"
"15358","39160",33.77,30.85,"GAUCHE"
"15359","39161",28.57,18.42,"LUD"
"15360","39162",24.59,31.06,"LUD"
"15361","39163",37.35,45.83,"LFN"
"15362","39164",35.59,23.62,"GAUCHE"
"15363","39165",37.5,38.24,"LFN"
"15364","39166",37.44,47.54,"LFN"
"15365","39167",30.55,37.78,"LFN"
"15366","39168",38.46,9.52,"LUD"
"15367","39169",31.05,26.1,"GAUCHE"
"15368","39170",43.97,31.91,"GAUCHE"
"15369","39171",32.02,39.84,"LFN"
"15370","39172",38.92,45.87,"LFN"
"15371","39173",39.87,40.64,"LFN"
"15372","39174",28.57,30.61,"LUD"
"15373","39175",30,38.3,"LUD"
"15374","39176",29.26,25.3,"GAUCHE"
"15375","39177",41.39,25.49,"GAUCHE"
"15376","39178",34.72,39.53,"LFN"
"15377","39179",30.5,39.85,"LFN"
"15378","39180",34.48,51.05,"LFN"
"15379","39182",34.18,30.03,"GAUCHE"
"15380","39183",34.04,31.16,"GAUCHE"
"15381","39184",33.13,37.5,"GAUCHE"
"15382","39185",30.03,30.39,"GAUCHE"
"15383","39186",39.33,44.23,"LFN"
"15384","39187",29.41,26.23,"LUD"
"15385","39188",27.71,39.75,"LFN"
"15386","39189",44.08,36.98,"GAUCHE"
"15387","39190",31.57,38.11,"LFN"
"15388","39191",28.05,10.71,"GAUCHE"
"15389","39192",28.13,24.44,"GAUCHE"
"15390","39193",37.13,45.41,"LFN"
"15391","39194",35.34,35.24,"LUD"
"15392","39195",26.56,22.22,"LUD"
"15393","39196",18.09,37.84,"LFN"
"15394","39197",24.66,35.58,"LUD"
"15395","39198",41.58,26.78,"GAUCHE"
"15396","39199",33.55,31.9,"LUD"
"15397","39200",25.28,21.31,"GAUCHE"
"15398","39201",37.27,25.93,"GAUCHE"
"15399","39202",39,54.1,"LFN"
"15400","39203",23.19,20.75,"GAUCHE"
"15401","39204",24.14,23.81,"LUD"
"15402","39205",33.45,36.61,"GAUCHE"
"15403","39206",20.81,35.51,"LUD"
"15404","39207",20.63,36.73,"LFN"
"15405","39208",26.5,22.35,"GAUCHE"
"15406","39209",33.85,36.14,"LFN"
"15407","39210",31.57,34.4,"GAUCHE"
"15408","39211",29.7,44.36,"LFN"
"15409","39213",13.33,25,"GAUCHE"
"15410","39214",35.56,27.78,"LUD"
"15411","39215",27.54,29.79,"LUD"
"15412","39216",37.61,25,"GAUCHE"
"15413","39217",29.3,21.34,"GAUCHE"
"15414","39218",30.23,31.43,"GAUCHE"
"15415","39219",31.39,41.31,"LFN"
"15416","39220",24.75,39.53,"LFN"
"15417","39221",28,22.22,"LUD"
"15418","39222",22.5,18.52,"GAUCHE"
"15419","39223",19.42,20.19,"GAUCHE"
"15420","39224",30.86,25.93,"GAUCHE"
"15421","39225",40,17.89,"LUD"
"15422","39226",20,52.38,"LFN"
"15423","39227",43.13,34.51,"LFN"
"15424","39228",36.61,26.47,"LUD"
"15425","39229",29.87,33.96,"GAUCHE"
"15426","39230",16.07,31.82,"LUD"
"15427","39232",46.29,38.33,"LFN"
"15428","39233",35.08,34.97,"GAUCHE"
"15429","39234",36.62,40,"LFN"
"15430","39235",38.85,43.37,"LFN"
"15431","39236",23.53,33.33,"LUD"
"15432","39237",34.09,22.22,"LUD"
"15433","39238",23.3,30.38,"GAUCHE"
"15434","39239",28.57,61.9,"LFN"
"15435","39240",31.5,20.48,"LUD"
"15436","39241",30.63,28.8,"LUD"
"15437","39243",30.88,42.22,"LFN"
"15438","39244",23.13,26.92,"GAUCHE"
"15439","39245",27.27,48.89,"LFN"
"15440","39246",32.3,36.14,"LFN"
"15441","39247",24.24,40.43,"LFN"
"15442","39248",26.47,33.33,"GAUCHE"
"15443","39249",32.31,35.71,"GAUCHE"
"15444","39250",32.06,27.71,"LUD"
"15445","39251",39.56,37.99,"GAUCHE"
"15446","39252",28.06,44.38,"LFN"
"15447","39253",35.66,39.47,"LFN"
"15448","39254",24.72,35.82,"LUD"
"15449","39255",40.37,28.89,"LUD"
"15450","39258",39.22,26.58,"LUD"
"15451","39259",22.22,16.67,"GAUCHE"
"15452","39260",23.81,20.83,"GAUCHE"
"15453","39261",31.36,13.33,"GAUCHE"
"15454","39262",32.69,41.79,"LFN"
"15455","39263",40.44,38.29,"GAUCHE"
"15456","39264",35.58,34.38,"GAUCHE"
"15457","39265",25.3,16.81,"GAUCHE"
"15458","39266",33.76,49.32,"LFN"
"15459","39267",28.57,31.11,"LUD"
"15460","39268",42.59,19.35,"LUD"
"15461","39269",39.91,43.33,"LFN"
"15462","39270",32.56,40.41,"LFN"
"15463","39271",35.79,24.73,"GAUCHE"
"15464","39272",50,37.04,"GAUCHE"
"15465","39273",47.69,39.39,"LUD"
"15466","39274",24.34,15.04,"GAUCHE"
"15467","39275",39.47,19.44,"GAUCHE"
"15468","39277",32.14,51.35,"LFN"
"15469","39278",29.32,37.63,"LFN"
"15470","39279",34.31,37.73,"GAUCHE"
"15471","39280",37,39.66,"GAUCHE"
"15472","39281",42.19,37.84,"LFN"
"15473","39282",20.51,41.67,"LFN"
"15474","39283",37.15,49.29,"LFN"
"15475","39284",26.92,35.62,"LUD"
"15476","39285",39.15,33.07,"LUD"
"15477","39286",41.18,29.62,"GAUCHE"
"15478","39287",41.74,42.42,"LFN"
"15479","39288",31.21,29.29,"GAUCHE"
"15480","39289",43.61,45.27,"LFN"
"15481","39290",31.76,36.28,"LUD"
"15482","39291",37.89,40.35,"LFN"
"15483","39292",32.35,26.15,"GAUCHE"
"15484","39293",37.8,40,"GAUCHE"
"15485","39294",48.81,40,"LFN"
"15486","39295",26.67,41.18,"LFN"
"15487","39296",30.72,30.39,"GAUCHE"
"15488","39297",41.16,29.92,"GAUCHE"
"15489","39298",18.18,22.58,"LUD"
"15490","39299",32.16,36.25,"LFN"
"15491","39300",44.43,20.57,"GAUCHE"
"15492","39301",25.95,35.48,"LUD"
"15493","39302",22.09,35.94,"LUD"
"15494","39303",37.5,47.69,"LFN"
"15495","39304",35.11,27.08,"GAUCHE"
"15496","39305",26.21,28.25,"LUD"
"15497","39306",32.44,22.29,"GAUCHE"
"15498","39307",29.15,47.13,"LFN"
"15499","39308",24.34,50,"LFN"
"15500","39309",22.41,26.67,"GAUCHE"
"15501","39310",35.09,32.48,"LUD"
"15502","39312",37.25,52.63,"LFN"
"15503","39313",26.97,23.3,"LUD"
"15504","39314",36.23,43.59,"LUD"
"15505","39315",32.69,33.33,"LUD"
"15506","39317",36.7,26.38,"LUD"
"15507","39318",29.76,36.61,"LUD"
"15508","39319",37.11,43.86,"LFN"
"15509","39320",34.55,27.38,"GAUCHE"
"15510","39321",25,32.18,"LUD"
"15511","39322",30.77,29.41,"GAUCHE"
"15512","39323",26.61,26.54,"GAUCHE"
"15513","39324",21.74,0,"LUD"
"15514","39325",25.17,22.26,"GAUCHE"
"15515","39326",17.29,31.31,"LUD"
"15516","39327",33.07,31.81,"GAUCHE"
"15517","39328",39.87,36.81,"LUD"
"15518","39329",18.99,40.98,"LFN"
"15519","39330",36.67,40.58,"LFN"
"15520","39331",33.67,29.38,"LUD"
"15521","39332",22.73,29.2,"LUD"
"15522","39333",36.22,34.78,"LFN"
"15523","39334",30.84,21.13,"LUD"
"15524","39335",36.44,29.03,"GAUCHE"
"15525","39336",27.17,39.39,"LFN"
"15526","39337",26.03,22.64,"LUD"
"15527","39338",35.68,44.4,"LFN"
"15528","39339",47.47,51.52,"LFN"
"15529","39340",43.48,25,"LUD"
"15530","39341",38.6,26.23,"GAUCHE"
"15531","39342",38.84,28.57,"GAUCHE"
"15532","39343",41.67,15.38,"GAUCHE"
"15533","39344",24.9,36.11,"GAUCHE"
"15534","39345",34.02,24.07,"GAUCHE"
"15535","39346",32.32,46.15,"LFN"
"15536","39347",40.66,44.9,"LFN"
"15537","39348",28.34,21.2,"GAUCHE"
"15538","39349",23.97,15.81,"GAUCHE"
"15539","39350",30.58,39.46,"LFN"
"15540","39351",32.82,28.24,"GAUCHE"
"15541","39352",22.12,49.41,"LFN"
"15542","39353",48.7,31.17,"GAUCHE"
"15543","39354",40.39,33.57,"LUD"
"15544","39355",30.71,30.67,"LUD"
"15545","39356",31.29,26.6,"LUD"
"15546","39359",0,22.73,"LUD"
"15547","39360",30.87,29.03,"GAUCHE"
"15548","39361",35.33,23.33,"GAUCHE"
"15549","39362",34.54,29.32,"GAUCHE"
"15550","39363",44.66,57.14,"LFN"
"15551","39364",25.7,22.99,"LUD"
"15552","39365",34.39,29.14,"GAUCHE"
"15553","39366",34.09,45.45,"LFN"
"15554","39367",45.88,29.95,"LUD"
"15555","39368",50.8,30.56,"LUD"
"15556","39370",38.12,21.88,"GAUCHE"
"15557","39371",33.87,28.85,"LUD"
"15558","39372",26.32,13.73,"LUD"
"15559","39373",30.77,22.09,"LUD"
"15560","39375",13.58,36.92,"GAUCHE"
"15561","39376",38.46,50,"LFN"
"15562","39377",24.62,49.48,"LFN"
"15563","39378",29.64,38.95,"LFN"
"15564","39379",30.27,27.97,"GAUCHE"
"15565","39380",29.55,46.67,"LFN"
"15566","39381",31.03,26.67,"GAUCHE"
"15567","39382",39.39,42.11,"LFN"
"15568","39385",38.1,38.05,"LFN"
"15569","39386",27.87,61.9,"LFN"
"15570","39387",38.59,33.02,"LUD"
"15571","39388",36.18,31.75,"LUD"
"15572","39389",31.03,27.63,"LUD"
"15573","39390",30.57,35.43,"GAUCHE"
"15574","39391",25,28.99,"LUD"
"15575","39392",32.1,37.04,"LFN"
"15576","39393",38.89,17.24,"LUD"
"15577","39394",26.56,22.73,"LUD"
"15578","39395",31.61,27.27,"GAUCHE"
"15579","39396",38.2,44.82,"LFN"
"15580","39397",38.24,30.67,"GAUCHE"
"15581","39398",40.77,46.85,"LFN"
"15582","39399",33.47,36.18,"LUD"
"15583","39400",30.25,45.45,"LFN"
"15584","39401",31.35,30.7,"LUD"
"15585","39402",30.74,40.52,"LFN"
"15586","39403",30.11,29.75,"GAUCHE"
"15587","39404",27.01,19.25,"GAUCHE"
"15588","39405",31.99,41.98,"LFN"
"15589","39406",34.38,40.34,"LFN"
"15590","39407",29.43,13.22,"GAUCHE"
"15591","39408",33.33,40.79,"LUD"
"15592","39409",43.86,16.67,"GAUCHE"
"15593","39411",29.83,25.57,"GAUCHE"
"15594","39412",29.46,38.41,"LFN"
"15595","39413",27.73,21.26,"GAUCHE"
"15596","39414",29.63,41.07,"GAUCHE"
"15597","39415",43.65,49.52,"LFN"
"15598","39417",29.66,39.74,"LFN"
"15599","39418",32.5,21.57,"GAUCHE"
"15600","39419",34.09,26.92,"LUD"
"15601","39420",25.32,35.19,"GAUCHE"
"15602","39421",28.87,19.14,"LUD"
"15603","39422",32.27,32.32,"GAUCHE"
"15604","39423",30.91,44,"LFN"
"15605","39424",29.61,22.55,"GAUCHE"
"15606","39425",32.53,25.93,"GAUCHE"
"15607","39426",32.89,25.9,"GAUCHE"
"15608","39427",26.09,14.71,"LUD"
"15609","39428",47.62,0,"LUD"
"15610","39429",40.9,38.92,"LFN"
"15611","39430",24,48.15,"LFN"
"15612","39431",34.98,46.58,"LFN"
