"","lepen","sarkozy","hollande","INSEE","PCwinner","winner"
"15430",18.18,15.15,30.3,"39224",30.3,"hollande"
"15431",16.43,29.29,19.29,"39225",29.29,"sarkozy"
"15432",24,8,28,"39226",28,"hollande"
"15433",24.2,33.12,14.01,"39227",33.12,"sarkozy"
"15434",19.82,30.25,12.67,"39228",30.25,"sarkozy"
"15435",21.01,15.22,34.06,"39229",34.06,"hollande"
"15436",19.61,47.06,7.84,"39230",47.06,"sarkozy"
"15437",35.71,22.18,10.53,"39232",35.71,"lepen"
"15438",24.67,18.73,29.18,"39233",29.18,"hollande"
"15439",27.45,25.49,25.49,"39234",27.45,"lepen"
"15440",29.14,18.71,25.17,"39235",29.14,"lepen"
"15441",23.81,19.05,23.81,"39236",23.81,"hollande"
"15442",12.9,32.26,6.45,"39237",32.26,"sarkozy"
"15443",19.78,21.98,19.78,"39238",21.98,"sarkozy"
"15444",26.47,11.76,14.71,"39239",26.47,"lepen"
"15445",12.61,31.09,19.33,"39240",31.09,"sarkozy"
"15446",24.8,25.98,27.17,"39241",27.17,"hollande"
"15447",30.51,18.64,25.42,"39243",30.51,"lepen"
"15448",16.67,16.67,15.87,"39244",16.67,"sarkozy"
"15449",32.21,23.56,18.27,"39245",32.21,"lepen"
"15450",26.75,18.86,25.88,"39246",26.75,"lepen"
"15451",16.67,31.25,8.33,"39247",31.25,"sarkozy"
"15452",15.38,19.23,34.62,"39248",34.62,"hollande"
"15453",33.33,25.49,19.61,"39249",33.33,"lepen"
"15454",26.26,16.16,26.26,"39250",26.26,"hollande"
"15455",26.17,18.36,26.56,"39251",26.56,"hollande"
"15456",23.43,25.19,25.69,"39252",25.69,"hollande"
"15457",20.66,33.33,19.25,"39253",33.33,"sarkozy"
"15458",21.95,28.05,19.51,"39254",28.05,"sarkozy"
"15459",15.97,31.93,21.01,"39255",31.93,"sarkozy"
"15460",18.48,31.35,13.2,"39258",31.35,"sarkozy"
"15461",7.41,18.52,25.93,"39259",25.93,"hollande"
"15462",8.14,30.23,22.09,"39260",30.23,"sarkozy"
"15463",17.12,26.13,21.62,"39261",26.13,"sarkozy"
"15464",39.08,22.99,25.29,"39262",39.08,"lepen"
"15465",23.19,22.43,24.71,"39263",24.71,"hollande"
"15466",18.57,27.86,15,"39264",27.86,"sarkozy"
"15467",12.75,29.53,24.83,"39265",29.53,"sarkozy"
"15468",29.84,23.04,23.04,"39266",29.84,"lepen"
"15469",22.95,34.43,11.48,"39267",34.43,"sarkozy"
"15470",20.83,25,14.58,"39268",25,"sarkozy"
"15471",32.93,16.17,20.36,"39269",32.93,"lepen"
"15472",28.98,18.75,23.3,"39270",28.98,"lepen"
"15473",13.42,26.84,20.35,"39271",26.84,"sarkozy"
"15474",30.95,26.19,16.67,"39272",30.95,"lepen"
"15475",24.49,28.57,24.49,"39273",28.57,"sarkozy"
"15476",10.11,16.29,28.65,"39274",28.65,"hollande"
"15477",9.7,21.33,25.48,"39275",25.48,"hollande"
"15478",19.57,26.09,21.74,"39277",26.09,"sarkozy"
"15479",33.05,25.42,17.8,"39278",33.05,"lepen"
"15480",20.05,20.59,27.27,"39279",27.27,"hollande"
"15481",27.47,12.09,24.18,"39280",27.47,"lepen"
"15482",32.08,15.09,28.3,"39281",32.08,"lepen"
"15483",25.4,33.33,28.57,"39282",33.33,"sarkozy"
"15484",28.35,25.2,21.78,"39283",28.35,"lepen"
"15485",30.95,26.19,19.05,"39284",30.95,"lepen"
"15486",21.3,26.63,27.22,"39285",27.22,"hollande"
"15487",21.39,23.08,26.27,"39286",26.27,"hollande"
"15488",35,25,12.5,"39287",35,"lepen"
"15489",14.34,24.3,23.11,"39288",24.3,"sarkozy"
"15490",30.39,27.45,22.06,"39289",30.39,"lepen"
"15491",22.39,40.3,16.42,"39290",40.3,"sarkozy"
"15492",28.75,30.63,21.88,"39291",30.63,"sarkozy"
"15493",13.21,23.58,26.42,"39292",26.42,"hollande"
"15494",29.5,17.99,17.99,"39293",29.5,"lepen"
"15495",20.77,26.92,16.15,"39294",26.92,"sarkozy"
"15496",31.4,27.27,14.88,"39295",31.4,"lepen"
"15497",24.06,21.8,22.56,"39296",24.06,"lepen"
"15498",18.68,25.96,22.12,"39297",25.96,"sarkozy"
"15499",18.18,43.18,20.45,"39298",43.18,"sarkozy"
"15500",24.78,27.43,26.55,"39299",27.43,"sarkozy"
"15501",14.68,25.33,28.63,"39300",28.63,"hollande"
"15502",20.54,33.93,21.43,"39301",33.93,"sarkozy"
"15503",21.13,30.99,15.49,"39302",30.99,"sarkozy"
"15504",30.12,25.3,22.89,"39303",30.12,"lepen"
"15505",13.53,21.74,29.95,"39304",29.95,"hollande"
"15506",19.85,32.41,21.86,"39305",32.41,"sarkozy"
"15507",14.72,24.68,26.12,"39306",26.12,"hollande"
"15508",33.16,22.11,15.26,"39307",33.16,"lepen"
"15509",22.83,29.92,10.24,"39308",29.92,"sarkozy"
"15510",28.85,23.08,21.15,"39309",28.85,"lepen"
"15511",18.95,26.67,18.95,"39310",26.67,"sarkozy"
"15512",28.77,39.73,16.44,"39312",39.73,"sarkozy"
"15513",17.19,45.31,22.66,"39313",45.31,"sarkozy"
"15514",22.95,39.34,11.48,"39314",39.34,"sarkozy"
"15515",18.52,29.22,18.52,"39315",29.22,"sarkozy"
"15516",14.88,26.98,19.07,"39317",26.98,"sarkozy"
"15517",27.48,39.69,9.16,"39318",39.69,"sarkozy"
"15518",36.05,11.63,19.77,"39319",36.05,"lepen"
"15519",18.14,23.89,23.01,"39320",23.89,"sarkozy"
"15520",21.31,30.33,22.13,"39321",30.33,"sarkozy"
"15521",15.56,22.22,40,"39322",40,"hollande"
"15522",19.1,19.1,28.14,"39323",28.14,"hollande"
"15523",5,40,25,"39324",40,"sarkozy"
"15524",8.62,20.98,29.6,"39325",29.6,"hollande"
"15525",26.5,28.21,20.51,"39326",28.21,"sarkozy"
"15526",22.87,18.53,28.36,"39327",28.36,"hollande"
"15527",25.2,35.83,17.72,"39328",35.83,"sarkozy"
"15528",23.08,36.92,12.31,"39329",36.92,"sarkozy"
"15529",19.19,35.35,18.18,"39330",35.35,"sarkozy"
"15530",21.54,33.56,15.87,"39331",33.56,"sarkozy"
"15531",22.22,33.99,15.03,"39332",33.99,"sarkozy"
"15532",24.93,24.75,26.51,"39333",26.51,"hollande"
"15533",25.53,26.6,17.02,"39334",26.6,"sarkozy"
"15534",18.1,25.77,28.53,"39335",28.53,"hollande"
"15535",10.39,49.35,22.08,"39336",49.35,"sarkozy"
"15536",15.09,26.42,26.42,"39337",26.42,"hollande"
"15537",23.88,23.31,31.74,"39338",31.74,"hollande"
"15538",31.36,24.01,20.9,"39339",31.36,"lepen"
"15539",35.29,58.82,5.88,"39340",58.82,"sarkozy"
"15540",12.36,24.72,14.61,"39341",24.72,"sarkozy"
"15541",13.04,20.65,31.52,"39342",31.52,"hollande"
"15542",21.05,21.05,31.58,"39343",31.58,"hollande"
"15543",20.09,29.91,19.64,"39344",29.91,"sarkozy"
"15544",17.8,24.92,25.57,"39345",25.57,"hollande"
"15545",40.91,11.36,15.91,"39346",40.91,"lepen"
"15546",33.78,27.03,10.81,"39347",33.78,"lepen"
"15547",14.59,26.44,20.67,"39348",26.44,"sarkozy"
"15548",13.39,22.92,25.3,"39349",25.3,"hollande"
"15549",32.8,12.17,21.69,"39350",32.8,"lepen"
"15550",19.84,26.19,26.98,"39351",26.98,"hollande"
"15551",34.58,28.04,10.28,"39352",34.58,"lepen"
"15552",17.52,21.9,25.55,"39353",25.55,"hollande"
"15553",24.15,29.95,20.77,"39354",29.95,"sarkozy"
"15554",17.07,38.05,15.12,"39355",38.05,"sarkozy"
"15555",16.26,26.83,18.7,"39356",26.83,"sarkozy"
"15556",15,75,5,"39359",75,"sarkozy"
"15557",18.9,18.9,29.92,"39360",29.92,"hollande"
"15558",24.19,17.74,29.03,"39361",29.03,"hollande"
"15559",17.55,24.32,26.54,"39362",26.54,"hollande"
"15560",33.72,24.42,22.09,"39363",33.72,"lepen"
"15561",18.62,36.9,11.72,"39364",36.9,"sarkozy"
"15562",18.05,31.95,24.33,"39365",31.95,"sarkozy"
"15563",26.43,27.86,14.29,"39366",27.86,"sarkozy"
"15564",19.97,29.71,22.02,"39367",29.71,"sarkozy"
"15565",21.68,24.84,27.01,"39368",27.01,"hollande"
"15566",15.79,24.11,24.62,"39370",24.62,"hollande"
"15567",20.29,30.43,15.94,"39371",30.43,"sarkozy"
"15568",5.08,40.68,15.25,"39372",40.68,"sarkozy"
"15569",10,47.5,12.5,"39373",47.5,"sarkozy"
"15570",31.82,19.7,19.7,"39375",31.82,"lepen"
"15571",23.81,23.81,28.57,"39376",28.57,"hollande"
"15572",39.32,21.37,18.8,"39377",39.32,"lepen"
"15573",24.88,29.95,20.28,"39378",29.95,"sarkozy"
"15574",23.25,19.05,27.45,"39379",27.45,"hollande"
"15575",20.59,38.24,14.71,"39380",38.24,"sarkozy"
"15576",18.18,37.88,19.7,"39381",37.88,"sarkozy"
"15577",21.15,32.69,23.08,"39382",32.69,"sarkozy"
"15578",22.03,25.87,23.08,"39385",25.87,"sarkozy"
"15579",46.94,4.08,34.69,"39386",46.94,"lepen"
"15580",21.19,23.18,30.46,"39387",30.46,"hollande"
"15581",13.79,40.23,17.82,"39388",40.23,"sarkozy"
"15582",15.25,38.76,18.6,"39389",38.76,"sarkozy"
"15583",21.08,21.08,18.07,"39390",21.08,"sarkozy"
"15584",20.67,33.65,19.23,"39391",33.65,"sarkozy"
"15585",19.7,28.79,24.24,"39392",28.79,"sarkozy"
"15586",17.07,48.78,9.76,"39393",48.78,"sarkozy"
"15587",28.07,29.82,19.3,"39394",29.82,"sarkozy"
"15588",24.29,18.57,27.86,"39395",27.86,"hollande"
"15589",26.1,22.54,28.64,"39396",28.64,"hollande"
"15590",17.83,29.46,26.2,"39397",29.46,"sarkozy"
"15591",30.43,20.29,22.22,"39398",30.43,"lepen"
"15592",23.88,29.85,21.39,"39399",29.85,"sarkozy"
"15593",23.53,38.24,18.63,"39400",38.24,"sarkozy"
"15594",20.63,25,15,"39401",25,"sarkozy"
"15595",25.94,28.77,23.11,"39402",28.77,"sarkozy"
"15596",20.38,21.02,26.75,"39403",26.75,"hollande"
"15597",11.52,21.21,34.85,"39404",34.85,"hollande"
"15598",21.1,25.12,25.44,"39405",25.44,"hollande"
"15599",23.67,27.22,14.79,"39406",27.22,"sarkozy"
"15600",9.43,32.38,25,"39407",32.38,"sarkozy"
"15601",17.39,51.09,14.13,"39408",51.09,"sarkozy"
"15602",5.49,31.87,26.37,"39409",31.87,"sarkozy"
"15603",19.23,26.65,27.16,"39411",27.16,"hollande"
"15604",29.41,27.27,21.39,"39412",29.41,"lepen"
"15605",8.84,23.26,16.28,"39413",23.26,"sarkozy"
"15606",16.44,16.44,34.25,"39414",34.25,"hollande"
"15607",31.42,22.91,25.55,"39415",31.42,"lepen"
"15608",19.47,32.74,11.5,"39417",32.74,"sarkozy"
"15609",15.15,42.42,13.64,"39418",42.42,"sarkozy"
"15610",16.28,20.93,16.28,"39419",20.93,"sarkozy"
"15611",27.61,25.37,22.39,"39420",27.61,"lepen"
"15612",14.83,30.14,27.75,"39421",30.14,"sarkozy"
"15613",23.17,20.15,27.2,"39422",27.2,"hollande"
"15614",17.07,26.83,24.39,"39423",26.83,"sarkozy"
"15615",14.84,18.75,23.44,"39424",23.44,"hollande"
"15616",13.64,22.73,34.85,"39425",34.85,"hollande"
"15617",12.37,29.57,17.2,"39426",29.57,"sarkozy"
"15618",10.42,29.17,22.92,"39427",29.17,"sarkozy"
"15619",5.88,23.53,29.41,"39428",29.41,"hollande"
"15620",31.72,24.63,24.25,"39429",31.72,"lepen"
"15621",18.46,29.23,21.54,"39430",29.23,"sarkozy"
"15622",25.89,32.49,17.26,"39431",32.49,"sarkozy"
"15623",21.54,20,16.92,"39432",21.54,"lepen"
"15624",14.87,25.8,27.44,"39434",27.44,"hollande"
"15625",23.17,28.54,20.98,"39435",28.54,"sarkozy"
"15626",11.4,30.7,27.19,"39436",30.7,"sarkozy"
"15627",19.59,31.76,22.97,"39437",31.76,"sarkozy"
"15628",15.25,35.59,22.03,"39438",35.59,"sarkozy"
"15629",16.61,29.78,18.5,"39439",29.78,"sarkozy"
"15630",13.86,14.98,30.34,"39440",30.34,"hollande"
"15631",16.92,31.67,17.74,"39441",31.67,"sarkozy"
"15632",16.24,16.75,21.83,"39442",21.83,"hollande"
"15633",28.95,38.16,13.16,"39443",38.16,"sarkozy"
"15634",16.67,22.92,22.92,"39444",22.92,"hollande"
"15635",12.76,22.96,18.37,"39445",22.96,"sarkozy"
"15636",14.79,25.44,37.28,"39446",37.28,"hollande"
"15637",19.64,17.26,25,"39447",25,"hollande"
"15638",22.87,24.47,27.39,"39448",27.39,"hollande"
"15639",18.42,19.74,29.61,"39449",29.61,"hollande"
"15640",26.36,25.97,26.74,"39451",26.74,"hollande"
"15641",25,24.21,21.83,"39452",25,"lepen"
"15642",22.64,20.61,26.35,"39453",26.35,"hollande"
"15643",26.23,27.87,11.48,"39454",27.87,"sarkozy"
"15644",30.95,11.9,21.43,"39455",30.95,"lepen"
"15645",35.85,18.4,21.7,"39456",35.85,"lepen"
"15646",22.58,35.48,9.68,"39457",35.48,"sarkozy"
"15647",22.16,21.62,31.89,"39458",31.89,"hollande"
"15648",28.46,24.62,16.15,"39460",28.46,"lepen"
"15649",19.18,28.77,16.44,"39461",28.77,"sarkozy"
"15650",28.24,21.12,22.9,"39462",28.24,"lepen"
"15651",20.81,27.17,17.92,"39463",27.17,"sarkozy"
"15652",18.31,18.31,29.58,"39464",29.58,"hollande"
"15653",30.4,20,32,"39465",32,"hollande"
"15654",25.23,18.92,17.12,"39466",25.23,"lepen"
"15655",19.3,31.58,26.32,"39467",31.58,"sarkozy"
"15656",24.71,18.82,25.88,"39468",25.88,"hollande"
"15657",29.17,33.33,20.83,"39469",33.33,"sarkozy"
"15658",17.75,39.41,17.29,"39470",39.41,"sarkozy"
"15659",21.43,24.46,23.16,"39471",24.46,"sarkozy"
"15660",27.27,23.48,19.7,"39472",27.27,"lepen"
"15661",12.5,43.75,11.25,"39473",43.75,"sarkozy"
"15662",23.26,22.33,16.74,"39474",23.26,"lepen"
"15663",19.98,23.93,29.07,"39475",29.07,"hollande"
"15664",24.59,27.25,27.61,"39476",27.61,"hollande"
"15665",27.92,18.18,21.43,"39477",27.92,"lepen"
"15666",19.18,22.66,29.25,"39478",29.25,"hollande"
"15667",12.42,29.41,21.57,"39479",29.41,"sarkozy"
"15668",17.62,20.73,34.2,"39480",34.2,"hollande"
"15669",25.77,32.31,19.23,"39481",32.31,"sarkozy"
"15670",23.81,29.76,20.54,"39482",29.76,"sarkozy"
"15671",36.36,25.76,22.73,"39483",36.36,"lepen"
"15672",17.65,28.57,24.37,"39484",28.57,"sarkozy"
"15673",21.62,30.12,22.01,"39485",30.12,"sarkozy"
"15674",14.89,23.4,32.98,"39486",32.98,"hollande"
"15675",15.34,28.39,25.18,"39487",28.39,"sarkozy"
"15676",22.27,26.36,17.73,"39488",26.36,"sarkozy"
"15677",13.14,23.72,25.64,"39489",25.64,"hollande"
"15678",29.32,26.7,15.71,"39490",29.32,"lepen"
"15679",19.35,22.08,29.53,"39491",29.53,"hollande"
"15680",13.89,27.08,20.14,"39492",27.08,"sarkozy"
"15681",12.27,22.09,21.47,"39493",22.09,"sarkozy"
"15682",14.42,39.53,15.81,"39494",39.53,"sarkozy"
"15683",23.81,21.43,42.86,"39495",42.86,"hollande"
"15684",21.79,24.36,26.92,"39497",26.92,"hollande"
"15685",21.35,25.95,19.19,"39498",25.95,"sarkozy"
"15686",21.67,22.5,25,"39499",25,"hollande"
"15687",17.31,25.19,27.9,"39500",27.9,"hollande"
"15688",20.93,20.35,31.59,"39501",31.59,"hollande"
"15689",20.41,26.02,20.92,"39502",26.02,"sarkozy"
"15690",13.49,31.16,26.51,"39503",31.16,"sarkozy"
"15691",20.13,29.22,18.83,"39504",29.22,"sarkozy"
"15692",17.5,42.5,2.5,"39505",42.5,"sarkozy"
"15693",26.44,29.89,14.94,"39506",29.89,"sarkozy"
"15694",19.72,38.03,9.86,"39507",38.03,"sarkozy"
"15695",29.2,21.61,24.37,"39508",29.2,"lepen"
"15696",22.58,32.26,12.9,"39509",32.26,"sarkozy"
"15697",17.38,20.95,22.62,"39510",22.62,"hollande"
"15698",20,12.5,32.5,"39511",32.5,"hollande"
"15699",32.5,17.5,17.5,"39512",32.5,"lepen"
"15700",20.99,27.16,20.99,"39513",27.16,"sarkozy"
"15701",19.81,20.75,26.42,"39514",26.42,"hollande"
"15702",24.59,25.14,25.41,"39517",25.41,"hollande"
"15703",10.42,18.75,16.67,"39518",18.75,"sarkozy"
"15704",22.86,19.05,28.57,"39519",28.57,"hollande"
"15705",23.38,27.38,19.08,"39520",27.38,"sarkozy"
"15706",17.95,26.92,32.05,"39522",32.05,"hollande"
"15707",21.83,28.17,28.87,"39523",28.87,"hollande"
"15708",26.96,27.45,17.65,"39525",27.45,"sarkozy"
"15709",21.02,26.3,27.12,"39526",27.12,"hollande"
"15710",21.05,27.63,26.32,"39527",27.63,"sarkozy"
"15711",21.6,33.2,22,"39528",33.2,"sarkozy"
"15712",24.44,53.33,0,"39529",53.33,"sarkozy"
"15713",32.76,27.83,17.49,"39530",32.76,"lepen"
"15714",19.85,31.62,13.97,"39531",31.62,"sarkozy"
"15715",7.69,35.9,10.26,"39532",35.9,"sarkozy"
"15716",19.23,19.23,32.05,"39533",32.05,"hollande"
"15717",16.88,30.52,22.08,"39534",30.52,"sarkozy"
"15718",22.73,26.95,20.13,"39535",26.95,"sarkozy"
"15719",14.89,23.76,27.66,"39537",27.66,"hollande"
"15720",13.95,34.88,16.28,"39538",34.88,"sarkozy"
"15721",19.69,32.12,18.13,"39539",32.12,"sarkozy"
"15722",20.16,43.41,9.3,"39540",43.41,"sarkozy"
"15723",25.45,27.27,16.36,"39542",27.27,"sarkozy"
"15724",20.95,34.46,17.57,"39543",34.46,"sarkozy"
"15725",7.89,28.95,42.11,"39544",42.11,"hollande"
"15726",13.82,31.71,24.39,"39545",31.71,"sarkozy"
"15727",20.48,21.9,21.43,"39546",21.9,"sarkozy"
"15728",22.53,26.67,19.31,"39547",26.67,"sarkozy"
"15729",6.56,37.7,21.31,"39548",37.7,"sarkozy"
"15730",21.14,25.14,26.29,"39549",26.29,"hollande"
"15731",21.97,27.27,23.48,"39550",27.27,"sarkozy"
"15732",34.44,16.67,20,"39551",34.44,"lepen"
"15733",13.89,20.37,27.31,"39552",27.31,"hollande"
"15734",16.92,33.85,22.05,"39553",33.85,"sarkozy"
"15735",14.29,32.33,27.82,"39554",32.33,"sarkozy"
"15736",31.47,21.68,21.68,"39555",31.47,"lepen"
"15737",9.26,27.78,38.89,"39556",38.89,"hollande"
"15738",20.51,29.49,19.23,"39557",29.49,"sarkozy"
"15739",17.86,23.81,21.43,"39558",23.81,"sarkozy"
"15740",23.11,16.67,26.89,"39559",26.89,"hollande"
"15741",18.55,25.78,23.13,"39560",25.78,"sarkozy"
"15742",25.5,29.08,24.7,"39561",29.08,"sarkozy"
"15743",20,19.2,20,"39562",20,"hollande"
"15744",17.39,27.17,26.09,"39564",27.17,"sarkozy"
"15745",15.79,24.56,12.28,"39565",24.56,"sarkozy"
"15746",29.51,24.59,18.03,"39566",29.51,"lepen"
"15747",13.13,34.85,22.73,"39567",34.85,"sarkozy"
"15748",13.33,43.33,26.67,"39568",43.33,"sarkozy"
"15749",16.22,34.53,23.12,"39569",34.53,"sarkozy"
"15750",16.43,24.29,32.14,"39570",32.14,"hollande"
"15751",28.37,20.57,29.79,"39571",29.79,"hollande"
"15752",17.57,24.27,24.69,"39572",24.69,"hollande"
"15753",27.57,18.51,33,"39573",33,"hollande"
"15754",19.31,29.67,20.53,"39574",29.67,"sarkozy"
"15755",32.14,8.93,26.79,"39575",32.14,"lepen"
"15756",18.15,21.77,27.02,"39576",27.02,"hollande"
"15757",23.04,21.2,24.42,"39577",24.42,"hollande"
"15758",27.55,35.98,14.26,"39579",35.98,"sarkozy"
"15759",23.98,25.15,21.64,"39581",25.15,"sarkozy"
"15760",16.39,32.59,19.93,"39582",32.59,"sarkozy"
"15761",19.75,23.46,20.99,"39583",23.46,"sarkozy"
"15762",22.73,29.09,23.64,"39584",29.09,"sarkozy"
"15763",8,32,20,"39585",32,"sarkozy"
"15764",3.45,37.93,13.79,"39586",37.93,"sarkozy"
"15765",13.46,24.67,33.65,"40001",33.65,"hollande"
"15766",10.48,26.15,35.23,"40002",35.23,"hollande"
"15767",13.9,16.04,37.97,"40003",37.97,"hollande"
"15768",12.96,29.24,32.16,"40004",32.16,"hollande"
"15769",9.77,36.09,31.58,"40005",36.09,"sarkozy"
"15770",15.26,22.29,38.15,"40006",38.15,"hollande"
"15771",21.8,16.54,37.59,"40007",37.59,"hollande"
"15772",18.18,27.27,22.73,"40008",27.27,"sarkozy"
"15773",7.75,15.5,47.29,"40009",47.29,"hollande"
"15774",16.05,23.46,28.4,"40011",28.4,"hollande"
"15775",11.11,28.4,35.8,"40012",35.8,"hollande"
"15776",15.58,28.57,25.97,"40013",28.57,"sarkozy"
"15777",13.47,15.1,38.37,"40014",38.37,"hollande"
"15778",14.29,26.98,26.98,"40015",26.98,"hollande"
"15779",7.65,19.13,51.91,"40016",51.91,"hollande"
"15780",13.43,21.27,37.31,"40017",37.31,"hollande"
"15781",13.97,18.78,37.55,"40018",37.55,"hollande"
"15782",15.94,20.93,32.85,"40019",32.85,"hollande"
"15783",15.86,22.07,35.17,"40020",35.17,"hollande"
"15784",11.75,23.5,32.69,"40021",32.69,"hollande"
"15785",14.89,31.49,24.26,"40022",31.49,"sarkozy"
"15786",13.85,21.65,43.72,"40023",43.72,"hollande"
"15787",7.41,22.22,26.98,"40024",26.98,"hollande"
"15788",17.34,25.93,32.15,"40025",32.15,"hollande"
"15789",17.84,25.31,31.54,"40026",31.54,"hollande"
"15790",20.88,18.68,26.37,"40027",26.37,"hollande"
"15791",9.42,16.23,37.7,"40028",37.7,"hollande"
"15792",13.68,24.21,29.47,"40029",29.47,"hollande"
"15793",30.23,25.58,18.6,"40030",30.23,"lepen"
"15794",16.39,19.54,34.02,"40031",34.02,"hollande"
"15795",7.89,36.84,27.19,"40032",36.84,"sarkozy"
"15796",17.82,33.66,19.8,"40033",33.66,"sarkozy"
"15797",16.49,23.56,24.61,"40034",24.61,"hollande"
"15798",12.78,23.33,37.78,"40035",37.78,"hollande"
"15799",17.21,26.21,29.05,"40036",29.05,"hollande"
"15800",12.1,31.5,29.1,"40037",31.5,"sarkozy"
"15801",7.32,18.29,45.12,"40038",45.12,"hollande"
"15802",7.61,25,41.3,"40039",41.3,"hollande"
"15803",19.57,21.7,25.53,"40040",25.53,"hollande"
"15804",13.33,20,30.67,"40041",30.67,"hollande"
"15805",12.43,10.17,46.89,"40042",46.89,"hollande"
"15806",14.35,18.42,36.36,"40043",36.36,"hollande"
"15807",13.14,17.15,28.83,"40044",28.83,"hollande"
"15808",18.24,30.99,24.48,"40046",30.99,"sarkozy"
"15809",7.51,15.02,40.85,"40047",40.85,"hollande"
"15810",21.13,19.25,27.7,"40048",27.7,"hollande"
"15811",18.47,22.89,34.94,"40049",34.94,"hollande"
"15812",8.62,25,31.03,"40050",31.03,"hollande"
"15813",14.65,21.44,33.55,"40051",33.55,"hollande"
"15814",8.23,35.44,24.05,"40052",35.44,"sarkozy"
"15815",20.09,25.33,24.02,"40053",25.33,"sarkozy"
"15816",5.66,20.28,40.09,"40054",40.09,"hollande"
"15817",15.82,23.86,32.14,"40055",32.14,"hollande"
"15818",14.23,25.66,31.84,"40056",31.84,"hollande"
"15819",21.47,22.03,33.9,"40057",33.9,"hollande"
"15820",15,22.5,31.88,"40058",31.88,"hollande"
"15821",14.38,22.15,31.05,"40059",31.05,"hollande"
"15822",24.17,22.5,21.67,"40060",24.17,"lepen"
"15823",14.24,22.63,36.71,"40061",36.71,"hollande"
"15824",21.5,28,27,"40062",28,"sarkozy"
"15825",12.24,26.73,36.73,"40063",36.73,"hollande"
"15826",22.02,10.09,39.45,"40064",39.45,"hollande"
"15827",12.1,32.08,28.76,"40065",32.08,"sarkozy"
"15828",14.97,14.69,40.11,"40066",40.11,"hollande"
"15829",12.66,13.54,32.75,"40067",32.75,"hollande"
"15830",11.62,16.51,41.9,"40068",41.9,"hollande"
"15831",13.33,16.89,36.44,"40069",36.44,"hollande"
"15832",8.01,28.92,33.1,"40070",33.1,"hollande"
"15833",11.92,18.65,37.82,"40071",37.82,"hollande"
"15834",12.32,34.06,31.16,"40072",34.06,"sarkozy"
"15835",11.36,13.64,29.55,"40073",29.55,"hollande"
"15836",10.51,19.11,35.67,"40074",35.67,"hollande"
"15837",13.84,23.34,31.45,"40075",31.45,"hollande"
"15838",20.38,14.62,33.85,"40076",33.85,"hollande"
"15839",11.38,16.41,47.26,"40077",47.26,"hollande"
"15840",7.45,21.99,42.91,"40078",42.91,"hollande"
"15841",15.74,37.96,15.74,"40079",37.96,"sarkozy"
"15842",20.56,27.1,27.57,"40080",27.57,"hollande"
"15843",22.48,24.03,20.93,"40081",24.03,"sarkozy"
"15844",15.19,29.11,28.48,"40082",29.11,"sarkozy"
"15845",10.2,29.59,50,"40083",50,"hollande"
"15846",16.25,28.11,28.87,"40084",28.87,"hollande"
"15847",10,17.24,39.31,"40085",39.31,"hollande"
"15848",10.78,20.07,42.75,"40086",42.75,"hollande"
"15849",19.03,16.81,30.09,"40087",30.09,"hollande"
"15850",12.99,31.09,30.28,"40088",31.09,"sarkozy"
"15851",9.83,23.05,40.68,"40089",40.68,"hollande"
"15852",10.38,28.62,37.11,"40090",37.11,"hollande"
"15853",12.8,20.31,39.51,"40091",39.51,"hollande"
"15854",12.43,21.89,45.56,"40092",45.56,"hollande"
"15855",17.02,20.74,36.7,"40093",36.7,"hollande"
"15856",12.53,22.11,36.86,"40094",36.86,"hollande"
"15857",11,19.86,30.38,"40095",30.38,"hollande"
"15858",14.81,40.74,22.22,"40096",40.74,"sarkozy"
"15859",11.31,35.78,34.25,"40097",35.78,"sarkozy"
"15860",9.75,22.74,36.46,"40098",36.46,"hollande"
"15861",12.5,19.44,48.15,"40099",48.15,"hollande"
"15862",14.34,16.73,40.64,"40100",40.64,"hollande"
"15863",13.52,22.64,32.39,"40101",32.39,"hollande"
"15864",19.23,28.34,31.46,"40102",31.46,"hollande"
"15865",15.73,15.47,42.67,"40103",42.67,"hollande"
"15866",13.25,20.09,36.18,"40104",36.18,"hollande"
"15867",17.06,20.24,34.13,"40105",34.13,"hollande"
"15868",7.64,25.69,36.81,"40106",36.81,"hollande"
"15869",10.64,19.15,33.62,"40107",33.62,"hollande"
"15870",21.51,23.88,23.17,"40108",23.88,"sarkozy"
"15871",12.31,22.15,34.15,"40109",34.15,"hollande"
"15872",11.25,28.85,30.32,"40110",30.32,"hollande"
"15873",17.13,20.77,33.62,"40111",33.62,"hollande"
"15874",14.46,25.3,43.37,"40112",43.37,"hollande"
"15875",17.12,16.58,34.51,"40113",34.51,"hollande"
"15876",8.81,29.12,29.89,"40114",29.89,"hollande"
"15877",13.22,20.69,36.21,"40115",36.21,"hollande"
"15878",15.08,21.61,34.67,"40116",34.67,"hollande"
"15879",15.58,30.18,29.86,"40117",30.18,"sarkozy"
"15880",12.3,22.08,31.02,"40118",31.02,"hollande"
"15881",11.91,24.65,38.13,"40119",38.13,"hollande"
"15882",10.47,25.92,29.84,"40120",29.84,"hollande"
"15883",9.47,20.12,25.44,"40121",25.44,"hollande"
"15884",16.77,20.97,35.97,"40122",35.97,"hollande"
"15885",15.61,24.31,31.35,"40123",31.35,"hollande"
