"","lepen","sarkozy","hollande","INSEE","PCwinner","winner"
"245",19.04,27.41,25.13,"01271",27.41,"sarkozy"
"246",25.68,36.07,17.69,"01272",36.07,"sarkozy"
"247",23.96,25.03,20.86,"01273",25.03,"sarkozy"
"248",31.29,25.54,21.58,"01274",31.29,"lepen"
"249",19.46,39.05,20.68,"01275",39.05,"sarkozy"
"250",26.19,30.82,21.12,"01276",30.82,"sarkozy"
"251",21.88,34.38,19.79,"01277",34.38,"sarkozy"
"252",31.17,20.78,18.18,"01279",31.17,"lepen"
"253",13.39,48.21,16.07,"01280",48.21,"sarkozy"
"254",11.41,35.87,22.82,"01281",35.87,"sarkozy"
"255",24.32,29.05,18.92,"01282",29.05,"sarkozy"
"256",18.58,28.16,29.03,"01283",29.03,"hollande"
"257",21.47,27.4,23.73,"01284",27.4,"sarkozy"
"258",18.95,37.75,18.8,"01285",37.75,"sarkozy"
"259",13.12,11.7,32.98,"01286",32.98,"hollande"
"260",17.78,31.47,19.18,"01288",31.47,"sarkozy"
"261",15.84,30.12,27.48,"01289",30.12,"sarkozy"
"262",19.88,37.63,17.13,"01290",37.63,"sarkozy"
"263",18.24,37.47,19.24,"01291",37.47,"sarkozy"
"264",18.64,25.42,11.86,"01292",25.42,"sarkozy"
"265",31.67,17.5,19.17,"01293",31.67,"lepen"
"266",25.52,27.18,16.6,"01294",27.18,"sarkozy"
"267",25.34,29.73,18.92,"01295",29.73,"sarkozy"
"268",27.46,30.74,15.57,"01296",30.74,"sarkozy"
"269",26.11,30.37,18.38,"01297",30.37,"sarkozy"
"270",24.42,30.23,25.58,"01298",30.23,"sarkozy"
"271",23.17,46.35,11.75,"01299",46.35,"sarkozy"
"272",25.48,27.03,13.51,"01300",27.03,"sarkozy"
"273",21.49,33.66,20.57,"01301",33.66,"sarkozy"
"274",17.36,23.97,30.58,"01302",30.58,"hollande"
"275",23.5,30.25,20.67,"01303",30.25,"sarkozy"
"276",25.13,28.05,23.93,"01304",28.05,"sarkozy"
"277",19.12,35.82,20.2,"01305",35.82,"sarkozy"
"278",19.78,26.38,23.69,"01306",26.38,"sarkozy"
"279",19.09,32.99,16.8,"01307",32.99,"sarkozy"
"280",19.48,25.97,23.7,"01308",25.97,"sarkozy"
"281",38.6,10.53,12.28,"01309",38.6,"lepen"
"282",36,17,18,"01310",36,"lepen"
"283",20,30,27.5,"01311",30,"sarkozy"
"284",25.5,24.16,21.48,"01312",25.5,"lepen"
"285",9.31,38.99,21.12,"01313",38.99,"sarkozy"
"286",26.43,28.52,21.65,"01314",28.52,"sarkozy"
"287",28.07,20.18,31.58,"01316",31.58,"hollande"
"288",29.45,24.54,20.86,"01317",29.45,"lepen"
"289",20.66,29.85,18.37,"01318",29.85,"sarkozy"
"290",27.42,35.81,16.77,"01319",35.81,"sarkozy"
"291",18.77,33.69,23.91,"01320",33.69,"sarkozy"
"292",13.28,32.12,26.98,"01321",32.12,"sarkozy"
"293",15.48,37.48,21.8,"01322",37.48,"sarkozy"
"294",23.83,25.04,24.17,"01323",25.04,"sarkozy"
"295",26.27,29.3,21.18,"01325",29.3,"sarkozy"
"296",24.5,36.75,19.54,"01328",36.75,"sarkozy"
"297",25.62,20.66,25.62,"01329",25.62,"hollande"
"298",12.98,21.37,22.9,"01330",22.9,"hollande"
"299",23.53,22.69,26.89,"01331",26.89,"hollande"
"300",19.18,26.6,27.62,"01332",27.62,"hollande"
"301",22.14,28.7,23.44,"01333",28.7,"sarkozy"
"302",30,34.19,15.81,"01334",34.19,"sarkozy"
"303",22.39,35.82,15.92,"01335",35.82,"sarkozy"
"304",22.13,28.53,26.78,"01336",28.53,"sarkozy"
"305",23.18,30.17,21.79,"01337",30.17,"sarkozy"
"306",23.31,34.32,16.1,"01338",34.32,"sarkozy"
"307",16.43,41.68,19.37,"01339",41.68,"sarkozy"
"308",22.34,12.77,30.85,"01340",30.85,"hollande"
"309",17.6,32.8,21.6,"01341",32.8,"sarkozy"
"310",18.44,38.33,15.56,"01342",38.33,"sarkozy"
"311",23.95,28.04,22.53,"01343",28.04,"sarkozy"
"312",15.28,30.58,27.74,"01344",30.58,"sarkozy"
"313",25.02,23.65,23.42,"01345",25.02,"lepen"
"314",21.27,31.61,18.09,"01346",31.61,"sarkozy"
"315",19.26,33.14,21.19,"01347",33.14,"sarkozy"
"316",25.13,35.79,16.62,"01348",35.79,"sarkozy"
"317",20.13,35.39,13.31,"01349",35.39,"sarkozy"
"318",21.83,31.78,20.29,"01350",31.78,"sarkozy"
"319",27.34,31.96,17.98,"01351",31.96,"sarkozy"
"320",28.16,21.36,20.71,"01352",28.16,"lepen"
"321",18.17,31.22,23.97,"01353",31.22,"sarkozy"
"322",13.4,30.57,24.47,"01354",30.57,"sarkozy"
"323",21.97,25.38,27.65,"01355",27.65,"hollande"
"324",18.4,26.4,20,"01356",26.4,"sarkozy"
"325",17.32,31.6,25.54,"01357",31.6,"sarkozy"
"326",15.63,33.59,20.31,"01358",33.59,"sarkozy"
"327",22.86,48.57,15.43,"01359",48.57,"sarkozy"
"328",14.16,34.16,18.69,"01360",34.16,"sarkozy"
"329",26.16,33.69,14.21,"01361",33.69,"sarkozy"
"330",26.45,33.12,19.78,"01362",33.12,"sarkozy"
"331",20.25,26.71,23.53,"01363",26.71,"sarkozy"
"332",21.71,28.64,23.09,"01364",28.64,"sarkozy"
"333",23.57,29.43,26.06,"01365",29.43,"sarkozy"
"334",29.37,23.22,20.73,"01366",29.37,"lepen"
"335",22.19,39.43,19.06,"01367",39.43,"sarkozy"
"336",23.94,31.67,16.21,"01368",31.67,"sarkozy"
"337",17.37,32.95,23.86,"01369",32.95,"sarkozy"
"338",22.33,19.56,28.85,"01370",28.85,"hollande"
"339",24.85,27.49,22.37,"01371",27.49,"sarkozy"
"340",17.31,26.15,27.69,"01372",27.69,"hollande"
"341",25.34,35.98,16.22,"01373",35.98,"sarkozy"
"342",20.65,31.67,22.22,"01374",31.67,"sarkozy"
"343",25,25.21,21.4,"01375",25.21,"sarkozy"
"344",20.36,23.9,29.87,"01376",29.87,"hollande"
"345",26.88,31.9,17.49,"01378",31.9,"sarkozy"
"346",30.65,22.6,21.92,"01379",30.65,"lepen"
"347",19.8,29.46,22.77,"01380",29.46,"sarkozy"
"348",31.29,25.58,19.03,"01381",31.29,"lepen"
"349",32.87,32.87,13.43,"01382",32.87,"sarkozy"
"350",28.88,29.12,20.53,"01383",29.12,"sarkozy"
"351",22.3,21.41,27.16,"01384",27.16,"hollande"
"352",21.98,29.67,22.61,"01385",29.67,"sarkozy"
"353",20.43,23.26,23.97,"01386",23.97,"hollande"
"354",19.3,29.82,16.67,"01387",29.82,"sarkozy"
"355",24.26,32.93,21.84,"01388",32.93,"sarkozy"
"356",28.43,35.35,17.48,"01389",35.35,"sarkozy"
"357",32.04,32.82,16.12,"01390",32.82,"sarkozy"
"358",19.42,35.92,23.79,"01391",35.92,"sarkozy"
"359",24.88,32.59,15.67,"01392",32.59,"sarkozy"
"360",25.7,42.11,13.62,"01393",42.11,"sarkozy"
"361",21.3,34.12,17.95,"01396",34.12,"sarkozy"
"362",13.87,33.13,22.15,"01397",33.13,"sarkozy"
"363",26.24,36.19,14.78,"01398",36.19,"sarkozy"
"364",15.87,38.8,16,"01399",38.8,"sarkozy"
"365",17.74,31.45,20.97,"01400",31.45,"sarkozy"
"366",11.02,40.32,18.28,"01401",40.32,"sarkozy"
"367",23.39,19.28,28.53,"01402",28.53,"hollande"
"368",20.74,27.35,22.35,"01403",27.35,"sarkozy"
"369",26.26,36.36,12.12,"01404",36.36,"sarkozy"
"370",27.97,25.29,19.1,"01405",27.97,"lepen"
"371",16.5,39.81,14.56,"01406",39.81,"sarkozy"
"372",20.76,24.11,26.79,"01407",26.79,"hollande"
"373",22.28,24.7,19.13,"01408",24.7,"sarkozy"
"374",18.09,34.04,19.15,"01409",34.04,"sarkozy"
"375",21.72,25.34,18.55,"01410",25.34,"sarkozy"
"376",33.33,31.55,12.5,"01411",33.33,"lepen"
"377",25.93,25.93,16.81,"01412",25.93,"sarkozy"
"378",32.14,46.43,8.93,"01413",46.43,"sarkozy"
"379",16.78,25.5,26.17,"01414",26.17,"hollande"
"380",23.9,27.49,23.11,"01415",27.49,"sarkozy"
"381",24.42,23.46,27.31,"01416",27.31,"hollande"
"382",18.78,27.35,24.49,"01417",27.35,"sarkozy"
"383",20.82,35.49,24.45,"01418",35.49,"sarkozy"
"384",12.5,36.27,21.35,"01419",36.27,"sarkozy"
"385",22.81,35.15,19.63,"01420",35.15,"sarkozy"
"386",28.81,22.01,20.14,"01421",28.81,"lepen"
"387",21.6,28.91,22.06,"01422",28.91,"sarkozy"
"388",24.39,35.01,18.25,"01423",35.01,"sarkozy"
"389",19.61,37.48,21.27,"01424",37.48,"sarkozy"
"390",23.08,30.77,27.81,"01425",30.77,"sarkozy"
"391",19.29,27.42,23.01,"01426",27.42,"sarkozy"
"392",18.04,26.66,25.55,"01427",26.66,"sarkozy"
"393",24.29,48.57,10,"01428",48.57,"sarkozy"
"394",31.71,24.3,21.74,"01429",31.71,"lepen"
"395",26.47,33.82,16.18,"01430",33.82,"sarkozy"
"396",18.84,23.8,23.94,"01431",23.94,"hollande"
"397",20.44,31.49,19.34,"01432",31.49,"sarkozy"
"398",35.38,20,20.77,"01433",35.38,"lepen"
"399",23.29,37.44,18.72,"01434",37.44,"sarkozy"
"400",14.74,32.51,22.69,"01435",32.51,"sarkozy"
"401",7.67,41.67,12.33,"01436",41.67,"sarkozy"
"402",26.61,26.61,17.74,"01437",26.61,"sarkozy"
"403",23.88,37.31,13.43,"01439",37.31,"sarkozy"
"404",24.03,33.85,18.35,"01441",33.85,"sarkozy"
"405",16.85,31.5,26.74,"01442",31.5,"sarkozy"
"406",22.34,30.9,22.42,"01443",30.9,"sarkozy"
"407",22.98,20.23,23.99,"01444",23.99,"hollande"
"408",29.29,28.33,16.19,"01445",29.29,"lepen"
"409",23.14,41.17,14.37,"01446",41.17,"sarkozy"
"410",27.58,24.24,22.73,"01447",27.58,"lepen"
"411",16.52,33.04,19.57,"01448",33.04,"sarkozy"
"412",23.97,29.91,22.83,"01449",29.91,"sarkozy"
"413",26.1,31.89,20.61,"01450",31.89,"sarkozy"
"414",19.37,33.26,23.25,"01451",33.26,"sarkozy"
"415",25.43,19.73,26.57,"01452",26.57,"hollande"
"416",25,21.43,19.64,"01453",25,"lepen"
"417",27.79,27.59,20.08,"01454",27.79,"lepen"
"418",10.71,23.21,26.79,"01456",26.79,"hollande"
"419",17.6,34.41,23.89,"01457",34.41,"sarkozy"
"420",39.61,24.68,17.53,"02001",39.61,"lepen"
"421",35.1,22.42,24.78,"02002",35.1,"lepen"
"422",31.36,19.36,25.92,"02003",31.36,"lepen"
"423",26.87,35.82,20.15,"02004",35.82,"sarkozy"
"424",26.05,22.99,30.27,"02005",30.27,"hollande"
"425",31.84,30.85,20.4,"02006",31.84,"lepen"
"426",13.75,33.75,27.5,"02007",33.75,"sarkozy"
"427",22.58,22.58,32.26,"02008",32.26,"hollande"
"428",34.95,19.76,25.84,"02009",34.95,"lepen"
"429",44.55,18.18,20,"02010",44.55,"lepen"
"430",26.68,31,22.64,"02011",31,"sarkozy"
"431",28,28,30,"02012",30,"hollande"
"432",24.38,33.47,19.83,"02013",33.47,"sarkozy"
"433",27.25,20.72,27.03,"02014",27.25,"lepen"
"434",32,32,26,"02015",32,"sarkozy"
"435",18.31,20.42,31.69,"02016",31.69,"hollande"
"436",15.66,28.28,29.29,"02017",29.29,"hollande"
"437",25.21,21.42,30.56,"02018",30.56,"hollande"
"438",28.02,28.45,21.12,"02019",28.45,"sarkozy"
"439",29.77,32.44,16.72,"02020",32.44,"sarkozy"
"440",26.67,16.67,10,"02021",26.67,"lepen"
"441",27.41,32.43,22.01,"02022",32.43,"sarkozy"
"442",36.49,22.97,13.51,"02023",36.49,"lepen"
"443",13.89,41.67,22.22,"02024",41.67,"sarkozy"
"444",25.45,29.09,28.18,"02025",29.09,"sarkozy"
"445",32.58,23.48,21.21,"02026",32.58,"lepen"
"446",30,21.25,30,"02027",30,"hollande"
"447",26.5,19.35,30.71,"02028",30.71,"hollande"
"448",31.94,20.91,19.77,"02029",31.94,"lepen"
"449",23.86,38.07,16.24,"02030",38.07,"sarkozy"
"450",35.84,25.19,21.04,"02031",35.84,"lepen"
"451",47.77,25.48,16.56,"02032",47.77,"lepen"
"452",15,15,50,"02033",50,"hollande"
"453",17.74,40.32,27.42,"02034",40.32,"sarkozy"
"454",23.23,21.94,27.74,"02035",27.74,"hollande"
"455",38.6,36.84,10.53,"02036",38.6,"lepen"
"456",25.85,15.28,33.96,"02037",33.96,"hollande"
"457",28.3,30.19,22.64,"02038",30.19,"sarkozy"
"458",21,32,35,"02039",35,"hollande"
"459",22.61,26.09,30.43,"02040",30.43,"hollande"
"460",24.52,27.2,21.46,"02041",27.2,"sarkozy"
"461",26.34,24.11,27.68,"02042",27.68,"hollande"
"462",35.14,21.62,24.32,"02043",35.14,"lepen"
"463",17.39,52.17,17.39,"02044",52.17,"sarkozy"
"464",29.69,17.97,34.38,"02046",34.38,"hollande"
"465",36.05,12.79,43.02,"02047",43.02,"hollande"
"466",25.58,31.4,18.6,"02048",31.4,"sarkozy"
"467",29.44,22.13,25.26,"02049",29.44,"lepen"
"468",32.29,29.69,18.75,"02050",32.29,"lepen"
"469",28.88,29.74,25,"02051",29.74,"sarkozy"
"470",31.91,15.96,30.85,"02052",31.91,"lepen"
"471",23.47,26.02,21.43,"02053",26.02,"sarkozy"
"472",24.07,25.19,26.67,"02054",26.67,"hollande"
"473",35.23,23.86,22.73,"02055",35.23,"lepen"
"474",38.61,13.86,16.83,"02056",38.61,"lepen"
"475",37.8,30.29,17.02,"02057",37.8,"lepen"
"476",27.36,28.57,24.46,"02058",28.57,"sarkozy"
"477",28.44,16.87,34.3,"02059",34.3,"hollande"
"478",22.4,30.05,25.68,"02060",30.05,"sarkozy"
"479",27.59,17.93,33.1,"02061",33.1,"hollande"
"480",33.73,26.51,12.05,"02062",33.73,"lepen"
"481",27.95,19.65,27.95,"02063",27.95,"hollande"
"482",27.63,18.76,30.54,"02064",30.54,"hollande"
"483",41.28,21.28,20,"02065",41.28,"lepen"
"484",29.93,33.58,18.25,"02066",33.58,"sarkozy"
"485",27.66,26.24,26.24,"02067",27.66,"lepen"
"486",25.42,11.86,13.56,"02068",25.42,"lepen"
"487",26.32,36.84,25,"02069",36.84,"sarkozy"
"488",27.87,21.6,31.01,"02070",31.01,"hollande"
"489",20.15,30.1,25.77,"02071",30.1,"sarkozy"
"490",21.95,29.27,29.27,"02072",29.27,"hollande"
"491",26.97,25.33,27.63,"02073",27.63,"hollande"
"492",34.04,19.53,21.64,"02074",34.04,"lepen"
"493",24.65,24.65,27.46,"02075",27.46,"hollande"
"494",21.18,41.18,14.12,"02076",41.18,"sarkozy"
"495",25.88,23.92,29.02,"02077",29.02,"hollande"
"496",20.25,22.78,21.52,"02078",22.78,"sarkozy"
"497",26.67,33.33,20,"02079",33.33,"sarkozy"
"498",15.13,31.09,32.77,"02080",32.77,"hollande"
"499",31.56,17.62,20.9,"02081",31.56,"lepen"
"500",36.59,17.07,24.39,"02082",36.59,"lepen"
"501",35.11,23.66,21.88,"02083",35.11,"lepen"
"502",29.01,27.16,14.2,"02084",29.01,"lepen"
"503",24.11,24.11,26,"02085",26,"hollande"
"504",26.32,24.56,30.82,"02086",30.82,"hollande"
"505",4.35,30.43,52.17,"02087",52.17,"hollande"
"506",26.53,26.53,18.37,"02088",26.53,"sarkozy"
"507",32.41,21.19,25.21,"02089",32.41,"lepen"
"508",32.12,26.28,21.17,"02090",32.12,"lepen"
"509",17.54,38.6,21.05,"02091",38.6,"sarkozy"
"510",34.48,24.89,19.17,"02093",34.48,"lepen"
"511",20.3,31.37,23.62,"02094",31.37,"sarkozy"
"512",29.15,19.32,28.68,"02095",29.15,"lepen"
"513",32.31,23.08,27.69,"02096",32.31,"lepen"
"514",28.9,22.54,35.26,"02097",35.26,"hollande"
"515",19.64,26.34,22.32,"02098",26.34,"sarkozy"
"516",26.87,23.13,14.93,"02099",26.87,"lepen"
"517",34.04,35.11,15.96,"02100",35.11,"sarkozy"
"518",33.59,25.78,24.22,"02101",33.59,"lepen"
"519",26.61,19.35,32.26,"02102",32.26,"hollande"
"520",28.8,21.74,31.79,"02103",31.79,"hollande"
"521",10.29,47.06,25,"02104",47.06,"sarkozy"
"522",36.22,23.62,18.9,"02105",36.22,"lepen"
"523",30.91,19.74,22.08,"02106",30.91,"lepen"
"524",41.43,20,21.43,"02107",41.43,"lepen"
"525",19.59,29.9,30.93,"02108",30.93,"hollande"
"526",23.96,30.35,28.75,"02109",30.35,"sarkozy"
"527",29.28,25.66,24.75,"02110",29.28,"lepen"
"528",26.14,16.36,28.18,"02111",28.18,"hollande"
"529",33.93,23.72,21.94,"02112",33.93,"lepen"
"530",24.07,26.64,24.58,"02114",26.64,"sarkozy"
"531",21.17,21.17,42.34,"02115",42.34,"hollande"
"532",27.78,28.7,15.74,"02116",28.7,"sarkozy"
"533",46.67,22.22,11.11,"02117",46.67,"lepen"
"534",27.27,20.78,35.06,"02118",35.06,"hollande"
"535",38.39,24.64,12.32,"02119",38.39,"lepen"
"536",27.08,21.53,31.25,"02120",31.25,"hollande"
"537",43.06,15.28,14.58,"02121",43.06,"lepen"
"538",25,27.78,36.11,"02122",36.11,"hollande"
"539",28.5,23.32,21.24,"02123",28.5,"lepen"
"540",31.38,29.57,19.41,"02124",31.38,"lepen"
"541",21.71,34.88,13.18,"02125",34.88,"sarkozy"
"542",29.4,20.05,29.12,"02126",29.4,"lepen"
"543",24.17,23.33,26.67,"02127",26.67,"hollande"
"544",18.44,28.09,28.09,"02128",28.09,"hollande"
"545",0,63.64,22.73,"02129",63.64,"sarkozy"
"546",40.74,22.22,14.07,"02130",40.74,"lepen"
"547",26.38,23.95,27.18,"02131",27.18,"hollande"
"548",32.43,36.04,9.91,"02132",36.04,"sarkozy"
"549",23.29,28.11,30.92,"02133",30.92,"hollande"
"550",30.78,18.4,30.97,"02134",30.97,"hollande"
"551",31.89,22.08,28.43,"02135",31.89,"lepen"
"552",37.76,36.73,14.29,"02136",37.76,"lepen"
"553",36.11,37.5,12.5,"02137",37.5,"sarkozy"
"554",24.41,44.09,14.96,"02138",44.09,"sarkozy"
"555",32.84,28.78,18.82,"02139",32.84,"lepen"
"556",37.3,26.19,13.1,"02140",37.3,"lepen"
"557",29.68,26.51,24.69,"02141",29.68,"lepen"
"558",28.31,17.47,36.14,"02142",36.14,"hollande"
"559",45.38,30.25,10.92,"02143",45.38,"lepen"
"560",21.35,39.33,14.61,"02144",39.33,"sarkozy"
"561",27.82,16.27,30.18,"02145",30.18,"hollande"
"562",17.31,26.92,23.08,"02146",26.92,"sarkozy"
"563",31.51,35.62,8.22,"02147",35.62,"sarkozy"
"564",39.76,17.47,25.3,"02148",39.76,"lepen"
"565",14.63,46.34,14.63,"02149",46.34,"sarkozy"
"566",40.74,18.52,22.22,"02150",40.74,"lepen"
"567",20,35.29,29.41,"02151",35.29,"sarkozy"
"568",27.42,45.16,12.9,"02152",45.16,"sarkozy"
"569",22.47,24.68,31.96,"02153",31.96,"hollande"
"570",31.02,26.85,21.76,"02154",31.02,"lepen"
"571",26.23,20.49,31.97,"02155",31.97,"hollande"
"572",23.65,19.59,30.41,"02156",30.41,"hollande"
"573",19.4,19,36.2,"02157",36.2,"hollande"
"574",22.46,23.91,27.54,"02158",27.54,"hollande"
"575",27.17,33.7,17.39,"02159",33.7,"sarkozy"
"576",26.53,24.83,27.55,"02160",27.55,"hollande"
"577",25,32.14,17.86,"02161",32.14,"sarkozy"
"578",37.97,22.78,24.68,"02162",37.97,"lepen"
"579",27.31,28.45,20.06,"02163",28.45,"sarkozy"
"580",27.86,24.88,19.9,"02164",27.86,"lepen"
"581",25.39,18.94,31.01,"02165",31.01,"hollande"
"582",27.05,20.77,27.54,"02166",27.54,"hollande"
"583",29.27,23.5,21.37,"02167",29.27,"lepen"
"584",19.4,23.7,29.53,"02168",29.53,"hollande"
"585",27.14,34.29,17.14,"02169",34.29,"sarkozy"
"586",24.72,33.71,22.47,"02170",33.71,"sarkozy"
"587",50,25.86,17.24,"02171",50,"lepen"
"588",32.85,21.9,22.63,"02172",32.85,"lepen"
"589",25.32,21.68,29.28,"02173",29.28,"hollande"
"590",29.83,24.58,23.32,"02174",29.83,"lepen"
"591",37.96,28.7,9.26,"02175",37.96,"lepen"
"592",33.59,16.41,22.66,"02176",33.59,"lepen"
"593",15,46,20,"02177",46,"sarkozy"
"594",23.44,26.56,26.56,"02178",26.56,"hollande"
"595",34.82,26.79,17.86,"02179",34.82,"lepen"
"596",25.29,19.54,33.56,"02180",33.56,"hollande"
"597",53.23,25.81,11.29,"02181",53.23,"lepen"
"598",28.28,27.27,28.28,"02182",28.28,"hollande"
"599",25.35,30.28,17.61,"02183",30.28,"sarkozy"
"600",43.1,18.39,18.39,"02184",43.1,"lepen"
"601",26.52,29.57,22.61,"02185",29.57,"sarkozy"
"602",27.25,32.38,16.88,"02186",32.38,"sarkozy"
"603",17.99,27.58,28.61,"02187",28.61,"hollande"
"604",36.27,21.57,27.45,"02188",36.27,"lepen"
"605",40.72,13.57,31.67,"02189",40.72,"lepen"
"606",31.9,22.41,23.56,"02190",31.9,"lepen"
"607",23.65,26.01,30.74,"02191",30.74,"hollande"
"608",26.64,32.24,17.29,"02192",32.24,"sarkozy"
"609",26.79,32.14,26.79,"02193",32.14,"sarkozy"
"610",37.11,25.16,27.04,"02194",37.11,"lepen"
"611",30.3,25.57,23.67,"02195",30.3,"lepen"
"612",26.98,36.28,21.4,"02196",36.28,"sarkozy"
"613",28.19,37.98,14.84,"02197",37.98,"sarkozy"
"614",23.49,22.82,30.2,"02198",30.2,"hollande"
"615",33.24,18.05,25.5,"02199",33.24,"lepen"
"616",14.67,18.67,32,"02200",32,"hollande"
"617",32.47,26.29,19.07,"02201",32.47,"lepen"
"618",31.62,25.7,21.18,"02203",31.62,"lepen"
"619",24,40,12,"02204",40,"sarkozy"
"620",34.86,20.18,17.43,"02205",34.86,"lepen"
"621",26.79,30.36,33.93,"02206",33.93,"hollande"
"622",20.9,22.39,27.61,"02207",27.61,"hollande"
"623",31.58,16.37,19.88,"02208",31.58,"lepen"
"624",30.36,27.86,18.66,"02209",30.36,"lepen"
"625",39.66,17.72,22.36,"02210",39.66,"lepen"
"626",24.09,32.12,24.82,"02211",32.12,"sarkozy"
"627",20.48,22.03,30.84,"02212",30.84,"hollande"
"628",21.24,20.73,21.24,"02213",21.24,"hollande"
"629",21.62,27.03,37.84,"02214",37.84,"hollande"
"630",26.87,23.13,27.57,"02215",27.57,"hollande"
"631",24.24,21.21,27.27,"02216",27.27,"hollande"
"632",22.86,25.65,26.77,"02217",26.77,"hollande"
"633",21.45,20.54,33.53,"02218",33.53,"hollande"
"634",18.09,19.15,38.3,"02219",38.3,"hollande"
"635",23.55,32.82,16.99,"02220",32.82,"sarkozy"
"636",27.62,29.52,17.14,"02221",29.52,"sarkozy"
"637",42.86,28.57,23.81,"02222",42.86,"lepen"
"638",30.6,28.96,12.57,"02223",30.6,"lepen"
"639",44.05,14.98,18.94,"02224",44.05,"lepen"
"640",40.35,22.81,14.04,"02225",40.35,"lepen"
"641",28.16,22.68,25.09,"02226",28.16,"lepen"
"642",34.72,16.67,20.83,"02227",34.72,"lepen"
"643",23.67,26.04,22.49,"02228",26.04,"sarkozy"
"644",11.76,19.61,37.25,"02229",37.25,"hollande"
"645",24.8,32.8,17.6,"02230",32.8,"sarkozy"
"646",25.15,20.24,33.4,"02231",33.4,"hollande"
"647",20.14,24.46,23.74,"02232",24.46,"sarkozy"
"648",30.11,27.96,21.51,"02233",30.11,"lepen"
"649",16,25.33,25.33,"02234",25.33,"hollande"
"650",33.33,28.4,22.22,"02235",33.33,"lepen"
"651",24.56,15.2,38.01,"02236",38.01,"hollande"
"652",27.33,19.16,31.8,"02237",31.8,"hollande"
"653",29.49,24.25,27.93,"02238",29.49,"lepen"
"654",27.29,19.39,27.11,"02239",27.29,"lepen"
"655",16.78,30.87,31.54,"02240",31.54,"hollande"
"656",32.91,36.71,10.13,"02241",36.71,"sarkozy"
"657",29.56,31.76,15.72,"02242",31.76,"sarkozy"
"658",26.62,22.5,30.28,"02243",30.28,"hollande"
"659",16.67,33.33,26.19,"02244",33.33,"sarkozy"
"660",27.88,25.44,25.11,"02245",27.88,"lepen"
"661",31.69,22.13,26.78,"02246",31.69,"lepen"
"662",26.53,18.37,37.76,"02248",37.76,"hollande"
"663",29.69,25,15.63,"02249",29.69,"lepen"
"664",31.91,25.53,21.28,"02250",31.91,"lepen"
"665",15.38,61.54,7.69,"02251",61.54,"sarkozy"
"666",25.93,16.67,24.07,"02252",25.93,"lepen"
"667",24.23,25.11,27.31,"02253",27.31,"hollande"
"668",20.83,26.39,23.61,"02254",26.39,"sarkozy"
"669",36.25,25,18.75,"02255",36.25,"lepen"
"670",36.73,37.76,12.24,"02256",37.76,"sarkozy"
"671",29.23,31.69,16.55,"02257",31.69,"sarkozy"
"672",22.44,29.13,22.44,"02258",29.13,"sarkozy"
"673",28.99,26.81,21.38,"02259",28.99,"lepen"
"674",28.81,20.78,33.24,"02260",33.24,"hollande"
"675",28.1,18.6,33.47,"02261",33.47,"hollande"
"676",26.49,18.54,29.14,"02262",29.14,"hollande"
"677",30.23,39.53,13.95,"02263",39.53,"sarkozy"
"678",24.04,22.47,31.24,"02264",31.24,"hollande"
"679",26.87,37.31,25.37,"02265",37.31,"sarkozy"
"680",22.22,33.33,11.11,"02266",33.33,"sarkozy"
"681",22.41,24.14,27.59,"02267",27.59,"hollande"
"682",29.87,25.87,22.67,"02268",29.87,"lepen"
"683",19.05,47.62,16.19,"02269",47.62,"sarkozy"
"684",30.77,28.21,26.92,"02270",30.77,"lepen"
"685",21.51,47.31,17.2,"02271",47.31,"sarkozy"
"686",18.33,46.67,13.33,"02272",46.67,"sarkozy"
"687",27.41,32.59,21.48,"02273",32.59,"sarkozy"
"688",23.02,34.92,25.4,"02274",34.92,"sarkozy"
"689",33.5,18.45,33.01,"02275",33.5,"lepen"
"690",24.71,29.41,23.53,"02276",29.41,"sarkozy"
"691",29.12,14.29,30.77,"02277",30.77,"hollande"
"692",16.28,46.51,13.95,"02278",46.51,"sarkozy"
"693",28.78,29.08,20.77,"02279",29.08,"sarkozy"
"694",30.96,20.5,23.43,"02280",30.96,"lepen"
"695",30.77,29.37,20.98,"02281",30.77,"lepen"
"696",21.14,23.58,36.99,"02282",36.99,"hollande"
"697",28.16,27.59,29.31,"02283",29.31,"hollande"
"698",36.92,24.62,18.46,"02284",36.92,"lepen"
"699",33,32.39,13.77,"02286",33,"lepen"
"700",26.03,27.96,26.93,"02287",27.96,"sarkozy"
"701",36.24,20.52,23.14,"02288",36.24,"lepen"
"702",27.46,25.7,20.42,"02289",27.46,"lepen"
"703",25.23,20.48,25.03,"02290",25.23,"lepen"
"704",25.43,30.17,27.59,"02291",30.17,"sarkozy"
"705",22.73,22.87,25.57,"02292",25.57,"hollande"
"706",26.85,23.15,29.63,"02293",29.63,"hollande"
"707",28.37,33.33,21.99,"02294",33.33,"sarkozy"
"708",30.4,22.89,28.94,"02295",30.4,"lepen"
"709",29.62,24.36,23.33,"02296",29.62,"lepen"
"710",13.33,25.33,32,"02297",32,"hollande"
"711",33.29,16.94,29.29,"02298",33.29,"lepen"
"712",35.31,22.44,22.77,"02299",35.31,"lepen"
"713",25,29.44,18.89,"02301",29.44,"sarkozy"
"714",28.65,28.13,21.35,"02302",28.65,"lepen"
"715",16.35,49.69,16.98,"02303",49.69,"sarkozy"
